"About the data: Exported on Sep 30, 2024. Criteria: '""Universidad del Norte"" OR ""universidad del norte"" OR ""University of the North"" OR ""university of the north"" OR ""Uninorte"" OR ""uninorte""' in full data; Publication Year is 2001.  Note: For hyper-authorship publications with more than 100 authors the export does not include author names and affiliations. © 2024 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,Book editors,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
6460,pub.1037685578,10.1016/s0166-0934(00)00289-5,11226568,,Human Jurkat lymphocytes clones differ in their capacity to support productive human immunodeficiency virus type 1 multiplication,"CD4-positive human lymphocytic cell lines are essential tools for the study of human immunodeficiency virus (HIV) replication. Jurkat cells are among cells more frequently used for this purpose. In the current study, various cell clones or cells stocks derived from this cell line were shown to vary substantially in their response to viral infection and in their ability to support productive virus multiplication. The formation of syncytia, the effect of Vpu on viral export, and especially the specific infectivity of the viruses released, can vary significantly among independent cell stocks. This suggests that the choice of an adequate cell clone or cell line could be critical while evaluating specific properties of the virus and further stresses the limitations of tissue culture models. However, these observations also raise the possibility of exploiting these differences among cells to study specific aspects of host-cell interactions contributing to viral multiplication.","AcknowledgementsWe thank Christopher C. Broder (Department of Microbiology and Immunology, F. Edward Hebert School of Medicine, Bethesda, MD 20814-4799), for his generous gift of the 4G10 anti CXCR4-antibody. We thank Carole Danis, Johanne Mercier and Nicole Rougeau for expert technical support conducing to smooth operation of the laboratory and Serge Sénéchal for technical support in FACS analysis. We also thank Andrew Mouland for critical reading of the manuscript. This work was supported by grants from the Medical Research Council of Canada (MRC) and a Fonds pour les Chercheurs et l&#x27;Aide à la Recherche (FCAR) group grant (to É.A.C. and G.L). É.A.C. is the recipient of a MRC Scientist award, G.L. is the recipient of a Chercheur-boursier award from the Fonds de la Recherche en Santé du Québec (FRSQ) and G. C.-A. was the recipient of a studentship from the Ministère de l&#x27;Éducation du Québec. Finally, we thank Universidad del Norte (Colombia) for continuous financial support of G. C.-A. during his doctoral studies.",,Journal of Virological Methods,,,Clone Cells; Giant Cells; HIV Infections; HIV-1; Human Immunodeficiency Virus Proteins; Humans; Jurkat Cells; Transfection; Viral Regulatory and Accessory Proteins; Virus Replication,2001-03,2001,,2001-03,92,2,207-213,Closed,Article,"Cervantes-Acosta, Guillermo; Cohen, Éric A.; Lemay, Guy","Cervantes-Acosta, Guillermo (Département de Microbiologie et Immunologie, Université de Montréal, P.O. Box 6128, Station centre-ville, Montréal, Québec, Canada H3C 3J7); Cohen, Éric A. (Département de Microbiologie et Immunologie, Université de Montréal, P.O. Box 6128, Station centre-ville, Montréal, Québec, Canada H3C 3J7); Lemay, Guy (Département de Microbiologie et Immunologie, Université de Montréal, P.O. Box 6128, Station centre-ville, Montréal, Québec, Canada H3C 3J7)","Lemay, Guy (University of Montreal)","Cervantes-Acosta, Guillermo (University of Montreal); Cohen, Éric A. (University of Montreal); Lemay, Guy (University of Montreal)",5,0,0.1,0.38,,https://app.dimensions.ai/details/publication/pub.1037685578,32 Biomedical and Clinical Sciences; 3204 Immunology; 3207 Medical Microbiology,
3992,pub.1026259186,10.1078/0723-2020-00053,11822685,,"Taxonomic Study of Extreme Halophilic Archaea Isolated from the “Salar de Atacama”, Chile","A large number of halophilic bacteria were isolated in 1984-1992 from the Atacama Saltern (North of Chile). For this study 82 strains of extreme halophilic archaea were selected. The characterization was performed by using the phenotypic characters including morphological, physiological, biochemical, nutritional and antimicrobial susceptibility test. The results, together with those from reference strains, were subjected to numerical analysis, using the Simple Matching (S(SM)) coefficient and clustered by the unweighted pair group method of association (UPGMA). Fifteen phena were obtained at an 70% similarity level. The results obtained reveal a high diversity among the halophilic archaea isolated. Representative strains from the phena were chosen to determine their DNA base composition and the percentage of DNA-DNA similarity compared to reference strains. The 16S rRNA studies showed that some of these strains constitutes a new taxa of extreme halophilic archaea.",,,Systematic and Applied Microbiology,,,"Archaea; Chile; DNA, Archaeal; Phenotype; Phylogeny",2001-01,2001,,2001-01,24,3,464-474,All OA; Green,Article,"Lizama, Catherine; Monteoliva-Sánchez, Mercedes; Prado, Bernardo; Ramos-Cormenzana, Alberto; Weckesser, Jurgen; Campos, Victoriano","Lizama, Catherine (Department of Microbiology, Faculty of Pharmacy, University of Granada, Campus Universitario de Cartuja Granada, Spain; Laboratory of Microbiology, Institute of Biology, Faculty of Basic and Mathematics Sciences, Catholic University of Valparaíso, Valparaíso, Chile); Monteoliva-Sánchez, Mercedes (Department of Microbiology, Faculty of Pharmacy, University of Granada, Campus Universitario de Cartuja Granada, Spain); Prado, Bernardo (Laboratory of Microbiology, Institute of Biology, Faculty of Basic and Mathematics Sciences, Catholic University of Valparaíso, Valparaíso, Chile); Ramos-Cormenzana, Alberto (Department of Microbiology, Faculty of Pharmacy, University of Granada, Campus Universitario de Cartuja Granada, Spain); Weckesser, Jurgen (Institute of Biology and Microbiology, Freiburg, Germany); Campos, Victoriano (Laboratory of Microbiology, Institute of Biology, Faculty of Basic and Mathematics Sciences, Catholic University of Valparaíso, Valparaíso, Chile)",,"Lizama, Catherine (University of Granada; Pontificial Catholic University of Valparaiso); Monteoliva-Sánchez, Mercedes (University of Granada); Prado, Bernardo (Pontificial Catholic University of Valparaiso); Ramos-Cormenzana, Alberto (University of Granada); Weckesser, Jurgen (Institute of Biology and Microbiology, Freiburg, Germany); Campos, Victoriano (Pontificial Catholic University of Valparaiso)",40,3,0.68,2.38,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.384.939,https://app.dimensions.ai/details/publication/pub.1026259186,31 Biological Sciences; 3105 Genetics; 3107 Microbiology,
2129,pub.1072217768,10.4102/curationis.v24i2.824,11885475,,"Concepts and treatment for diabetes among traditional and faith healers in the Northern Province, South Africa","The purpose of the study was to assess the concepts and treatment modalities for diabetes among traditional and faith healers in the Northern Province in South Africa. The sample consisted of 50 traditional healers (13 females and 37 males) and 50 faith healers (12 females and 38 males). They were interviewed on local terminology, clinical manifestations, causes, curability, and treatment for diabetes, help-seeking behaviour of diabetes patients, and the healers' sources of information about diabetes. Results indicate that all healers were familiar with ""diabetes"", however, not all of them had seen patients suffering from diabetes. The perceived causes of diabetes by both traditional and faith healers could be divided into (1) diet (especially too much of sugar), (2) heredity, (3) supernatural, and (4) psychological causes. Most traditional healers (92%) and faith healers (90%) indicated that diabetes is curable. Treatments used by the healers in this study included the use of prayer, diet, and herbs. The authors conclude that the concepts and treatment modalities for diabetes among traditional and faith healers should be taken note of by health workers while developing health education programmes in the Province.",,,Curationis,,,"Adult; Aged; Diabetes Mellitus; Faith Healing; Female; Humans; Male; Medicine, African Traditional; Middle Aged; South Africa",2001-05,2001,2001-09-28,2001-05,24,2,42-47,All OA; Gold,Article,"Peltzer, K; Khoza, LB; Lekhuleni, ME; Madu; Cherian, VI; Cherian, L","Peltzer, K (Department of psychology, University of the North); Khoza, LB (Department of nursing, University of the North); Lekhuleni, ME (Department of nursing, University of the North); Madu (Department of psychology, University of the North); Cherian, VI (Department of psychology of education, University of the North); Cherian, L (Department of psychology of education, University of the North)",,"Peltzer, K (Department of psychology, University of the North); Khoza, LB (Department of nursing, University of the North); Lekhuleni, ME (Department of nursing, University of the North); Madu (Department of psychology, University of the North); Cherian, VI (Department of psychology of education, University of the North); Cherian, L (Department of psychology of education, University of the North)",16,1,0.35,11.72,https://curationis.org.za/index.php/curationis/article/download/824/761,https://app.dimensions.ai/details/publication/pub.1072217768,42 Health Sciences; 4204 Midwifery; 4205 Nursing,
2104,pub.1072217755,10.4102/curationis.v24i1.800,11885146,,"Knowledge and practice of condom use among first year students at University of the North, South Africa","The aim of the study is to investigate knowledge and sexual practices with reference to correct use of condoms among first year South African University students. The sample consisted of 206 participants, 146 female and 60 male, the mean age was 20.9 years (SD = 3.4), with a range from 17 to 34 years. Results indicated that one third (29.2%) of the sample reported never using condoms, 35.4% always, 19.8% regularly and 8.5% irregularly in the past three months. About 90% levels of correct answers for condom use were found for the items of 'condoms as protection against STD and AIDS', 'expiry date of condoms', and 're-using condoms'. More than 15% were not aware that a condom should be put on before any contact with the vagina. The most common mistakes with respect to condom use were ignorance about the correct moment to put on a condom (56%), and when to take off a condom (55%). Male sex and especially increasing recent sexual encounters was associated with correct condom knowledge. The most common reasons for not using a condom were 'I do not have the AIDS virus' and 'I thought I was safe' seems to indicate a low perceived susceptibility. Findings are discussed in view of condom promotion programmes.",,,Curationis,,,"Adolescent; Adult; Condoms; Contraception Behavior; Female; Health Knowledge, Attitudes, Practice; Humans; Male; South Africa; Students",2001-03,2001,2001-09-28,2001-03,24,1,53-57,All OA; Gold,Article,"Peltzer, K","Peltzer, K (Department of Psychology, University of the North.)",,"Peltzer, K (Department of Psychology, University of the North.)",9,1,0.16,6.59,https://curationis.org.za/index.php/curationis/article/download/800/737,https://app.dimensions.ai/details/publication/pub.1072217755,42 Health Sciences; 4204 Midwifery; 4205 Nursing,
2053,pub.1072217761,10.4102/curationis.v24i2.810,11885474,,"Tobacco use among black South African university students: attitudes, risk awareness and health locus of control","OBJECTIVES: To provide data on African/black South African university students' tobacco use status, belief in the benefits to health of not smoking, risk awareness in terms of knowledge of the links between smoking and disease, health locus of control, value for health, subjective health status and well-being.
DESIGN: Cross sectional.
SETTING: University of the North.
SUBJECTS: 793 Black University students from non-health courses chosen by random sampling, of these 370 (46.7%) were males and 423 (53.3%) were females in the age range of 18 to 25 years (M age 21.0 years, SD = 3.48).
MAIN OUTCOME MEASURES: A measure of smoking, the Multidimensional Health Locus of Control Scale, the Health as a Value Scale, and a measure for subjective health and subjective well-being.
RESULTS: The average prevalence of current tobacco use was 15% in men and 1% in women. The proportion of tobacco users who were classified as light users (1-10 per day) averaged 10% in men and 1% in women. Age and being male were significantly positively associated with status and frequency of tobacco use. Awareness of the link between smoking and lung cancer was high (93%), but awareness of the role of smoking in heart disease was very low (16%). The importance to health of not smoking was associated with smoking status (non-smoking versus smoking). Overall, 75% of the current smokers stated that they would like to reduce the amount they smoked. Poor subjective health status and low subjective well-being was associated with smoking status. No significant differences were found among non-tobacco users and tobacco users in relation to the three subscales of the Health Locus of Control (Internal, Chance, and Powerful others) and Value for health.
CONCLUSION: For about 9% of the male students investigated, a high risk exists to become regular tobacco users for the next 30 years.",,,Curationis,,,"Adult; Black or African American; Analysis of Variance; Black People; Cross-Sectional Studies; Female; Health Knowledge, Attitudes, Practice; Humans; Internal-External Control; Male; Risk-Taking; Smoking; South Africa; Students",2001-05,2001,2001-09-28,2001-05,24,2,4-8,All OA; Gold,Article,"Peltzer, K","Peltzer, K (Department of Psychology, University of the North.)",,"Peltzer, K (Department of Psychology, University of the North.)",12,1,0.24,1.8,https://curationis.org.za/index.php/curationis/article/download/810/747,https://app.dimensions.ai/details/publication/pub.1072217761,42 Health Sciences; 4206 Public Health,3 Good Health and Well Being
2041,pub.1070821909,10.2466/pr0.2001.88.3.847,11508031,,"Perception of Illness among Secondary School Pupils in South Africa: Malaria, Tuberculosis, HIV/AIDS, and Alcoholism","The study investigated beliefs of 121 high school students in Grade 11 about people who are ill with malaria, tuberculosis, HIV/AIDS, and alcoholism. The sample of Black pupils were chosen at random from two rural secondary schools in one region in the Northern Province of South Africa. Analysis indicated that HIV/AIDS was clearly distinguished from the other three illnesses by being seen as the least easily cured, having the most gradual onset, being the most contagious, showing the least look of illness, and the patients being likely those most blamed for their illness.",,,Psychological Reports,,,Acquired Immunodeficiency Syndrome; Adolescent; Adult; Black or African American; Alcoholism; Attitude to Health; Black People; Female; HIV Infections; Humans; Malaria; Male; South Africa; Stereotyping; Students; Tuberculosis,2001-06,2001,2016-09-01,2001-06,88,3,847-848,Closed,Article,"Peltzer, Karl","Peltzer, Karl (Department of Psychology, University of the North)","Peltzer, Karl (Department of Psychology, University of the North)","Peltzer, Karl (Department of Psychology, University of the North)",4,0,0.13,,,https://app.dimensions.ai/details/publication/pub.1070821909,52 Psychology,3 Good Health and Well Being
2005,pub.1053176628,10.1130/0091-7613(2001)029<0467:rbctoc>2.0.co;2,,,COMMENT: Relationship between copper tonnage of Chilean base-metal porphyry deposits and Os isotope ratios,,,,Geology,,,,2001,2001,,2001,29,5,467-468,Closed,Article,"McBride, J.S.; McInnes, B.I.A.; Keays, R.R.","McBride, J.S. (Department of Earth Sciences, Monash University, Clayton, Victoria 3800, Australia); McInnes, B.I.A. (CSIRO Exploration and Mining, North Ryde, New South Wales 2113, Australia); Keays, R.R. (Department of Earth Sciences, Monash University, Clayton, Victoria 3800, Australia)",,"McBride, J.S. (Monash University); McInnes, B.I.A. (CSIRO Exploration and Mining, North Ryde, New South Wales 2113, Australia); Keays, R.R. (Monash University)",2,1,,,,https://app.dimensions.ai/details/publication/pub.1053176628,37 Earth Sciences,
2003,pub.1006926099,10.1130/0091-7613(2001)029<0468:>2.0.co;2,,,Reply,,,,Geology,,,,2001,2001,,2001,29,5,468-468,Closed,Article,"Mathur, Ryan; Ruiz, Joaquin; Munizaga, Francisco; Zentilli, Marcos","Mathur, Ryan (Department of Geosciences, University of Arizona, Tucson, Arizona 85721, USA); Ruiz, Joaquin (Department of Geosciences, University of Arizona, Tucson, Arizona 85721, USA); Munizaga, Francisco (Departmento de Geología, Universidad de Chile, Santiago, Chile); Zentilli, Marcos (Department of Earth Sciences, Dalhousie University, Halifax, Nova Scotia B3H 3J5, Canada)",,"Mathur, Ryan (University of Arizona); Ruiz, Joaquin (University of Arizona); Munizaga, Francisco (University of Chile); Zentilli, Marcos (Dalhousie University)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1006926099,37 Earth Sciences,
1982,pub.1057255273,10.1055/s-0031-1300019,11258047,,In vitro Antimalarial Activity of Novel Trifluoromethyl- and Bis(trifluoro-methyl) quinoline Derivatives,"The in vitro antimalarial activity of a series of 2- and 8-trifluoromethyl- and 2,8-bis(trifluoromethyl)quinoline-4-(5-pyrimidino) and N4-ethyl-5-nitroimidazolo)methylene ketones was assessed against the chloroquine-sensitive strain (D10) of Plasmodium falciparum. Although the in vitro antimalarial activity of these compounds is more or less of the same order of magnitude, derivatives containing two trifluoromethyl groups achieve a slightly higher in vitro activity than compounds with one trifluoromethyl group, with 2,8-bis(trifluoromethyl) quinoline-4-(N4-ethyl-5-nitroimidazolo) methylene and 2,8-bis(trifluoromethyl) quinoline-4-(5-pyrimidino) ketones showing IC50 of 4.8 and 5.2 micrograms/ml, respectively. These compounds seem to bind to DNA by intercalation.",,,Drug Research,,,"Animals; Antimalarials; Binding, Competitive; Chloroquine; DNA; Ethidium; Intercalating Agents; L-Lactate Dehydrogenase; Plasmodium falciparum; Quinolines; Structure-Activity Relationship",2001-02,2001,2011-12-26,2001-02,51,2,163-168,Closed,Article,"Kgokong, Joseph; Matsabisa, Gilbert; Breytenbach, Jaco","Kgokong, Joseph (Department of Pharmaceutical Chemistry, University of the North); Matsabisa, Gilbert (Department of Pharmacology, Medical School, University of Cape Town); Breytenbach, Jaco (Department of Pharmaceutical Chemistry, Potchefstroom University for Christian Higher Education)",,"Kgokong, Joseph (Department of Pharmaceutical Chemistry, University of the North); Matsabisa, Gilbert (University of Cape Town); Breytenbach, Jaco (North-West University)",0,0,0.03,0.0,,https://app.dimensions.ai/details/publication/pub.1057255273,32 Biomedical and Clinical Sciences; 3207 Medical Microbiology,
1966,pub.1158515714,10.18800/boletindearqueologiapucp.200101.016,,,Iconografía tiwanaku en la parafernalia inhalatoria de los Andes centro-sur,"En este trabajo se presenta un análisis de la iconografía tiwanaku en los equipos de inhalar polvos psicoactivos, con referencia a la escultura lítica, textiles y cerámica. Estos equipos permiten un estudio inicial de la configuración iconográfica tiwanaku debido a su función específica y a su amplia distribución geográfica y temporal. El ajuar inhalatorio consiste de una tableta rectangular, un tubo, una cucharilla y una bolsa de cuero como recipiente para los polvos. El autor ha documentado 84 tabletas y 23 tubos con este tipo de iconografía. Se discuten los temas representados, sus variaciones y componentes, y distribución geográfica.",,,Boletín de Arqueología PUCP,,,,2001-05-10,2001,2001-05-10,,,5,427-454,All OA; Hybrid,Article,"Torres, Constantino M.","Torres, Constantino M. (Florida International University)",,"Torres, Constantino M. (Florida International University)",9,1,,,https://revistas.pucp.edu.pe/index.php/boletindearqueologia/article/download/2513/2457,https://app.dimensions.ai/details/publication/pub.1158515714,,
