"About the data: Exported on Sep 30, 2024. Criteria: '""Universidad del Norte"" OR ""universidad del norte"" OR ""University of the North"" OR ""university of the north"" OR ""Uninorte"" OR ""uninorte""' in full data; Publication Year is 2002.  Note: For hyper-authorship publications with more than 100 authors the export does not include author names and affiliations. © 2024 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,Book editors,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
6813,pub.1060282792,10.1097/00007890-200203150-00031,11907437,,Real-time sequence-specific primer polymerase chain reaction amplification of HLA class II alleles: a novel approach to analyze microchimerism1,"The careful assessment of microchimerism is essential to investigate the effects of donor bone marrow-derived cells in transplantation. We have developed a protocol to assess microchimerism based on the HLA mismatch between the recipient and the donor. Our approach combines real-time polymerase chain reaction (PCR) with sequence-specific primer PCR (SSP-PCR) to selectively amplify and measure the abundance of donor HLA alleles in DNA samples extracted from the recipient after transplant. To optimize and validate the reliability of this method at different levels of microchimerism, we tested serial dilutions of donor DNA into recipient DNA. We demonstrate that donor alleles can be readily detected and reliably measured at concentrations as low as 0.1%. This method is simple and rapid and could find practical application in the assessment of microchimerism in patients receiving organ or cellular transplants in conjunction with donor bone marrow cells infusion.",,,Transplantation,,,"Alleles; Bone Marrow Transplantation; Chimera; Genes, MHC Class II; HLA-DQ Antigens; HLA-DQ beta-Chains; Humans; Polymerase Chain Reaction",2002-03,2002,,2002-03,73,5,822-825,All OA; Bronze,Article,"Garavito, Gloria; Klein, Dagmar; Denis, Melvin; Pugliese, Alberto; Ricordi, Camillo; Pastori, Ricardo L.","Garavito, Gloria (Departamento de Inmunologia, Universidad del Norte.); Klein, Dagmar (Diabetes Research Institute, University of Miami School of Medicine.); Denis, Melvin (Diabetes Research Institute, University of Miami School of Medicine.); Pugliese, Alberto (Diabetes Research Institute, University of Miami School of Medicine.); Ricordi, Camillo (Diabetes Research Institute, University of Miami School of Medicine.); Pastori, Ricardo L. ()",,"Garavito, Gloria (Departamento de Inmunologia, Universidad del Norte.); Klein, Dagmar (Diabetes Research Institute, University of Miami School of Medicine.); Denis, Melvin (Diabetes Research Institute, University of Miami School of Medicine.); Pugliese, Alberto (Diabetes Research Institute, University of Miami School of Medicine.); Ricordi, Camillo (Diabetes Research Institute, University of Miami School of Medicine.); Pastori, Ricardo L. ()",13,0,0.2,1.06,https://journals.lww.com/transplantjournal/Fulltext/2002/03150/Real_time_sequence_specific_primer_polymerase.31.aspx,https://app.dimensions.ai/details/publication/pub.1060282792,32 Biomedical and Clinical Sciences; 3204 Immunology,
6802,pub.1075048969,,11998929,,An inexpensive intervention for the control of larval Aedes aegypti assessed by an improved method of surveillance and analysis.,"A sampling method coupled with statistical calibration factors was developed to accurately assess the numbers of larvae and pupae of Aedes aegypti in large water-storage containers of variable capacities and water levels. Aedes aegypti productivity in different types of breeding sites found in an urban study area in central Colombia was assessed and compared. In this study, water-storage tanks and drums were found to comprise 79% of the containers positive for larval Ae. aegypti, which contributed to 93 and 92% of the total production of populations of 4th-stage larvae and pupae, respectively. These main breeding sites of Ae. aegypti were found at an indoor to outdoor ratio of 2.4:1 and no correlation was found between temporal fluctuation of populations of larval Ae. aegypti and monthly rainfall. Netted lids that used inexpensive local materials were designed to prevent oviposition by Ae. aegypti. During a 6-month trial period, 56% of inspected containers had netted lids correctly in place. Of these, 78% had no mosquito larvae. Because only 37% of uncovered containers were free of mosquito larvae, a significant difference was demonstrated when these inexpensive mechanical barriers were used (chi2 = 138.7; P < 0.001). These netted lids and the improved methods described to assess the productivity of larval and pupal Ae. aegypti in this study are now being used in combination with other strategies to assess and control these populations of dengue virus vectors in the main port city on the Atlantic Coast of Colombia.",,,Journal of the American Mosquito Control Association,,,Aedes; Animals; Colombia; Larva; Mosquito Control; Population Surveillance; Reproduction; Urban Population,2002-03,2002,,2002-03,18,1,40-6,Closed,Article,"Romero-Vivas, Claudia M E; Wheeler, Jeremy G; Falconar, Andrew K I","Romero-Vivas, Claudia M E (Departamento de Ciencias Básicas Médicas, Centro de Investigaciones en Enfermeda des Infecciosas, Fundación Universidad del Norte, Barranquilla, Colombia.); Wheeler, Jeremy G (); Falconar, Andrew K I ()",,"Romero-Vivas, Claudia M E (Universidad del Norte); Wheeler, Jeremy G (); Falconar, Andrew K I ()",21,1,0.57,1.96,,https://app.dimensions.ai/details/publication/pub.1075048969,31 Biological Sciences; 3109 Zoology,3 Good Health and Well Being
3090,pub.1016580853,10.1590/s0102-311x2002000500019,12244359,,Las representaciones del padecer en ancianos con enfermedades crónicas. Un estudio en la Ciudad de México,"To examine the principle sociocultural characteristics of the illness experience in a group of senior citizens diagnosed with hypertension, diabetes, and arthritis, a total of 50 subjects over 60 years old were selected to answer an open-ended questionnaire. Using intentional non-probabilistic sampling, 25% of the sample were randomly selected, and semi-structured interviews were conducted. All individuals in the study are covered by social security institutions and receive medical care at a clinic located in southeastern Mexico City. Explanations for antecedents, causes, symptoms, and treatment of the illness relate to the individual social context. Although these seniors provided folk explanations for the causes of their illnesses, they treat themselves with a combination of biomedical and herbal resources. The authors conclude that it is necessary to analyze how the elderly live with chronic illness in order to propose effective measures to improve their quality of life and provision of health care services.",,,Cadernos de Saúde Pública,,,Aged; Arthritis; Chronic Disease; Diabetes Mellitus; Female; Humans; Hypertension; Male; Mexico; Middle Aged; Old Age Assistance; Patient Advocacy,2002-10-01,2002,2002-10-01,2002-10,18,5,1271-1279,All OA; Gold,Article,"Campos-Navarro, Roberto; Torrez, Diana; Arganis-Juárez, Elia Nora","Campos-Navarro, Roberto (México, Universidad Nacional Autónoma de México, Facultad de Medicina, Departamento de Historia y Filosofía de la Medicina, Mexico); Torrez, Diana (Denton, TX, Universidad del Norte de Texas, U. S. A.); Arganis-Juárez, Elia Nora (México, Universidad Nacional Autónoma de México, Facultad de Medicina, Departamento de Historia y Filosofía de la Medicina, Mexico)",,"Campos-Navarro, Roberto (National Autonomous University of Mexico); Torrez, Diana (University of North Texas); Arganis-Juárez, Elia Nora (National Autonomous University of Mexico)",1,0,,0.19,https://www.scielo.br/j/csp/a/JJxvvdJPp3spy64qZwCjNKb/?lang=es&format=pdf,https://app.dimensions.ai/details/publication/pub.1016580853,42 Health Sciences; 4203 Health Services and Systems,
2015,pub.1029342373,10.1590/s0102-311x2002000400006,12118305,,Teoría y práctica de las reformas en los sistemas de salud: los casos de Brasil y México,"This study focuses on the role of public health experts in the contemporary health sector reform process. The authors discuss the issue based on the case of Brazil and Mexico, where a group of public health specialists have oriented their participation to influence the conflict concerning health policy reform in the respective countries. One approach has been to develop a new cognitive framework for technical health sector reform projects viewed as policy proposals with technical content. The purpose is to demonstrate how these specialists have managed to influence the national debate over health sector reform when the technical and scientific discussion leaves the academic sphere and reaches the social and political realm. The authors contend that this occurs because such technical and scientific knowledge has been postulated (independently of its intrinsic value) as a political and ideological alternative platform for sustaining a health sector reform proposal which, once transformed into a policy project, has served to aggregate certain political and social forces.",,,Cadernos de Saúde Pública,,,Attitude of Health Personnel; Brazil; Health Care Reform; Humans; Mexico; National Health Programs; Public Health; Research Personnel; Social Justice,2002-08-01,2002,2002-08-01,2002-08,18,4,971-989,All OA; Gold,Article,"Pêgo, Raquel Abrantes; Almeida, Celia","Pêgo, Raquel Abrantes (Cuernavaca, Instituto Nacional de Salud Pública, Centro de Investigación de Sistemas de Salud, Mexico); Almeida, Celia (Rio de Janeiro, Fundação Oswaldo Cruz, Escola Nacional de Saúde Pública, Departamento de Administração e Planejamento em Saúde, Brazil)",,"Pêgo, Raquel Abrantes (Instituto Nacional de Salud Pública); Almeida, Celia (Escola Nacional de Saúde Pública)",20,2,0.32,2.82,https://www.scielo.br/j/csp/a/WjrGCK7wy788dSq3LnjyJpH/?lang=es&format=pdf,https://app.dimensions.ai/details/publication/pub.1029342373,42 Health Sciences; 4206 Public Health,
1999,pub.1006079098,10.1016/s0169-8095(02)00098-4,,,Fog measurements at the site “Falda Verde” north of Chañaral compared with other fog stations of Chile,"Fog collection data registered through a Standard Fog Collector (SFC) installed by a local fishermen's association at a height of 600 m at the “Falda Verde” site, north of the Chilean harbor Chañaral (26°17′S/70°36′W), from November 1998 to November 2000, are analyzed. Trying to give new lights on the dynamics of fog along the Chilean northern coast, this article compares, for the first time, the data obtained at Falda Verde with those obtained at five other Chilean fog stations. The total time period runs from 1987 to 2001. A mean of 1.46 l/m2/day was registered at the Falda Verde site after 2 years of measurements, one of the lowest yields along the north Chilean coast. After a brief historical recapitulation of fog researches in the study area, geographical explanations of the water yields obtained in different sites are discussed. The annual mean collection from Cerro Moreno and Paposo shows a clearly different behavior from all other sites, showing a greater stability throughout the year. Other stations have a marked difference between extreme seasons. Alto Patache yields, if not the best in Chile, are very high and offer unexpected possibilities for future applications in the coast. Stations located away from the seashore (Cerro Guatalaya) are clearly less productive. Ocean proximity, altitude, south and southwest orientations of the coastal ranges and local relief explain some of the differences noted.","AcknowledgementsOur special thanks to the members of the Association of Fishermen of Chañaral and to the personnel in charge of the measurements at the different fog collection sites. To the professional members of Servicio-Paı́s and to the Municipality of Chañaral who attended to us during our visits to the place. To Carlos Sierralta for the design of maps and figures. Finally, to our field assistants and I.E.C.T.A. personnel, especially to Mr. Celedonio Marón Chura, Mr. Eduardo Lindsay, and Mrs. Silvia Alquinta who dedicated so much time in resolving our technical doubts.",,Atmospheric Research,,,,2002-09,2002,,2002-09,64,1-4,273-284,Closed,Article,"Larrain, H; Velásquez, F; Cereceda, P; Espejo, R; Pinto, R; Osses, P; Schemenauer, R.S","Larrain, H (IECTA and Universidad Arturo Prat, Iquique, Chile); Velásquez, F (Botanist, Santiago, Chile); Cereceda, P (Pontificia Universidad Católica de Chile, Santiago, Chile); Espejo, R (Universidad Católica del Norte, Antofagasta, Chile); Pinto, R (Geographer, Santiago, Chile); Osses, P (Pontificia Universidad Católica de Chile, Santiago, Chile); Schemenauer, R.S (Environment Canada, Toronto, Canada)","Larrain, H (Arturo Prat University)","Larrain, H (Arturo Prat University); Velásquez, F (Botanist, Santiago, Chile); Cereceda, P (Pontificia Universidad Católica de Chile); Espejo, R (Catholic University of the North); Pinto, R (Geographer, Santiago, Chile); Osses, P (Pontificia Universidad Católica de Chile); Schemenauer, R.S (Environment and Climate Change Canada)",83,18,,7.08,,https://app.dimensions.ai/details/publication/pub.1006079098,37 Earth Sciences; 3701 Atmospheric Sciences,
1953,pub.1044663268,10.1023/a:1025306701803,14570134,,Ticks and Tick-Borne Diseases of Livestock Belonging to Resource-poor Farmers in the Eastern Free State of South Africa,"The paper provides a summary of three studies conducted in the eastern Free State of South Africa between 1998 and 2000. In a questionnaire-based study approximately 21% of interviewed resource-poor farmers (n = 150) indicated that they experienced problems with ticks and tick-borne diseases. About 56% of farmers indicated that tick-related problems were most severe in summer, while 32% indicated that the most problems were encountered in winter. About 12% indicated that the tick problems were experienced throughout the year. Farmers also indicated that the highest tick burdens were experienced between spring and early winter. The principal ticks infesting cattle (n = 30) were found to be Boophilus decoloratus (53.1%), Rhipicephalus evertsi evertsi (44.7%), Rhipicephalus follis (1.0%), Rhipicephalus gertrudae (0.7%) and Rhipicephalus warburtoni (0.4%). On small stock (n = 188), R. evertsi evertsi (68%) and B. decoloratus (32%) were recorded as the main ticks in the study area. A sero-epidemiological survey of cattle (n = 386) showed that 94% of cattle were sero-positive for Babesia bigemina by IFAT, while 87% were sero-positive for Anaplasma by indirect ELISA. All the animals were sero-negative for Babesia bovis and this is probably because the tick vector, Boophilus microplus, is not present in the study area. All sheep and goats were sero-positive for Theileria species by IFAT while 85% of sheep and 100% of goats tested positive for Anaplasma species by competition inhibition ELISA. The high incidence of positive serological results for B. bigemina and Anaplasma in cattle, and Theileria and Anaplasma in sheep and goats and the absence of clinical cases would indicate that this area is endemically stable for these diseases.",,,Experimental and Applied Acarology,,,"Anaplasma; Anaplasmosis; Animals; Antibodies, Bacterial; Babesia; Babesiosis; Cattle; Cattle Diseases; Enzyme-Linked Immunosorbent Assay; Female; Fluorescent Antibody Technique, Indirect; Goat Diseases; Goats; Humans; Ixodidae; Male; Rural Population; Seroepidemiologic Studies; Sheep; Sheep Diseases; South Africa; Surveys and Questionnaires; Tick-Borne Diseases",2002-05,2002,,2002-05,28,1-4,217-224,Closed,Article,"Mbati, Peter A.; Hlatshwayo, Motseki; Mtshali, Moses S.; Mogaswane, Kagiso R.; De Waal, Theo D.; Dipeolu, Olusegun O.","Mbati, Peter A. (University of the North, Private Bag X13, 9866, Phuthaditjhaba, South Africa); Hlatshwayo, Motseki (University of the North, Private Bag X13, 9866, Phuthaditjhaba, South Africa); Mtshali, Moses S. (University of the North, Private Bag X13, 9866, Phuthaditjhaba, South Africa); Mogaswane, Kagiso R. (University of the North, Private Bag X13, 9866, Phuthaditjhaba, South Africa); De Waal, Theo D. (Parasitology Division, Onderstepoort Veterinary Institute, Private Bag X05, 0110, Onderstepoort, South Africa); Dipeolu, Olusegun O. (University of the North, Private Bag X13, 9866, Phuthaditjhaba, South Africa)",,"Mbati, Peter A. (University of the North, Private Bag X13, 9866, Phuthaditjhaba, South Africa); Hlatshwayo, Motseki (University of the North, Private Bag X13, 9866, Phuthaditjhaba, South Africa); Mtshali, Moses S. (University of the North, Private Bag X13, 9866, Phuthaditjhaba, South Africa); Mogaswane, Kagiso R. (University of the North, Private Bag X13, 9866, Phuthaditjhaba, South Africa); De Waal, Theo D. (Onderstepoort Veterinary Institute); Dipeolu, Olusegun O. (University of the North, Private Bag X13, 9866, Phuthaditjhaba, South Africa)",14,1,0.58,1.31,,https://app.dimensions.ai/details/publication/pub.1044663268,31 Biological Sciences; 3109 Zoology,
1952,pub.1072217818,10.4102/curationis.v25i3.788,12434639,,"Factors at first diagnosis of tuberculosis associated with compliance with the Directly Observed Therapy (DOT) in the Limpopo Province, South Africa","The aim of this study is to compare and contrast health beliefs, demographic and socio-economic variables, causative beliefs, knowledge, health-seeking behaviour and health provider-patient interaction of compliant and non-compliant tuberculosis patients. The sample included 219 consecutive new sputum-smear and/or culture positive pulmonary tuberculosis patients registered between October 1999 and March 2000 in three hospitals in the Limpopo Province of South Africa. The patients were 144 (65.8%) men and 75 (34.2%) women in the age range of 18 to 79 years (M age 35.9 yr., SD = 12.6). The consultation at first diagnosis was observed and tape-recorded. Thereafter an interview was conducted and a questionnaire was face-to-face administered with the patient including knowledge, causative beliefs, health seeking, and Health Belief Model items. Discriminant analysis between compliant and non-compliant groups after six months follow-up showed that the quality of the health practitioner-patient interaction and causative belief were associated with compliance behaviour whereas knowledge, onset of TB, sociodemographic variables, health care seeking, and health beliefs were not associated.",,,Curationis,,,"Adolescent; Adult; Aged; Antitubercular Agents; Case-Control Studies; Directly Observed Therapy; Discriminant Analysis; Female; Follow-Up Studies; Health Knowledge, Attitudes, Practice; Humans; Male; Middle Aged; Patient Compliance; Professional-Patient Relations; Risk Factors; Socioeconomic Factors; South Africa; Sputum; Surveys and Questionnaires; Tuberculosis, Pulmonary",2002-08,2002,2002-09-27,2002-08,25,3,55-67,All OA; Gold,Article,"Peltzer, K; Onya, H; Seoka, P; Tladi, F M; Malema, R N","Peltzer, K (Health Behaviour Research Unit, University of the North.); Onya, H (); Seoka, P (); Tladi, F M (); Malema, R N ()",,"Peltzer, K (Health Behaviour Research Unit, University of the North.); Onya, H (); Seoka, P (); Tladi, F M (); Malema, R N ()",6,0,0.15,1.17,https://curationis.org.za/index.php/curationis/article/download/788/725,https://app.dimensions.ai/details/publication/pub.1072217818,42 Health Sciences; 4203 Health Services and Systems,3 Good Health and Well Being
1926,pub.1070822284,10.2466/pr0.2002.91.1.105,12353767,,"Sociodemographic Factors, Religiosity, Academic Performance, and Substance Use among First-Year University Students in South Africa","The purpose of this study was to identify the relationships among sociodemographic variables, family background, religiosity, course of study, academic performance, and substance use. The sample included 799 first-year students in the age range of 16 to 49 years (M age 20.1 yr., SD = 3.2) chosen at random from the University of the North in South Africa. A Model Core Questionnaire from the WHO on Substance use was administered. Analysis indicated that women smoked tobacco or cannabis and drank less than men, while women took more stimulants and other opiate type drugs than men. Low scores on religiosity was a predictor for past-month tobacco use alcohol use, binge drinking, cannabis use, and having a drinking or drug problem now. Being a member of a Protestant denominational church or a Roman Catholic was a predictor for past-month tobacco and alcohol use. A family history of drinking or drug problems and being a social science or humanities student were predictive for a current alcohol or drug problem. Economic status, education of parents. living arrangement. and rural-urban differences were not associated with substance use. Findings have implications for prevention programmes.",,,Psychological Reports,,,Achievement; Adolescent; Adult; Demography; Female; Humans; Male; Middle Aged; Religion; Socioeconomic Factors; South Africa; Students; Substance-Related Disorders; Surveys and Questionnaires,2002-08,2002,2016-08-31,2002-08,91,1,105-113,Closed,Article,"Peltzer, Karl; Malaka, Dorothy W.; Phaswana, Nancy","Peltzer, Karl (University of the North); Malaka, Dorothy W. (University of the North); Phaswana, Nancy (University of the North)","Peltzer, Karl (University of the North)","Peltzer, Karl (University of the North); Malaka, Dorothy W. (University of the North); Phaswana, Nancy (University of the North)",33,6,0.45,2.91,,https://app.dimensions.ai/details/publication/pub.1070822284,52 Psychology; 5202 Biological Psychology,3 Good Health and Well Being
1870,pub.1012805977,10.1080/03014460110054984,11826878,,Stability of somatotypes in 4 to 10 year-old rural South African girls,"In 1996, a mixed Ellisras longitudinal study (ELS) was initiated to assess the stability of somatotypes in 408 girls who comprised 99 pre-school and 309 primary school children in Ellisras rural area in the Northern Province of South Africa. The children's somatotype was assessed using the Heath-Carter anthropometric method. Anthropometric dimensions were taken according to the protocol of the International Society for the Advancement of Kinanthropometry (ISAK). The most stable pre-school and primary school girl had migratory distances (MDs) of 2.6 and 3.4, respectively, while the least stable pre-school and primary school girl had MDs of 17.9 and 24.4, respectively. The mean somatotype of the pre-school children was mesomorph-ectomorph throughout the complete age range, while the mean somatotype of primary school girls was mesomorph-ectomorph for all the age groups except for the 9.5 years group at which it was in the balanced ectomorph. The inter-age partial correlations for endomorphy and ectomorphy were high and significant, but insignificant with regard to mesomorphy.",,,Annals of Human Biology,,,"Age Factors; Anthropometry; Child; Child, Preschool; Ethnicity; Female; Humans; Longitudinal Studies; Rural Population; Sex Factors; Somatotypes; South Africa",2002-01,2002,2009-07-09,2002-01,29,1,37-49,Closed,Article,"Monyeki, K. D.; Toriola, A. L.; de Ridder, J. H.; Kemper, H. C. G.; Steyn, N. P.; Nthangeni, M. E.; Twisk, J. W. R.; van Lenthe, F. J.","Monyeki, K. D. (Department of Kinesiology and Physical Education, University of the North, Sovenga, South Africa); Toriola, A. L. (Department of Kinesiology and Physical Education, University of the North, Sovenga, South Africa); de Ridder, J. H. (Department of Human Movement Science, University for CHE, Potchefstroom, South Africa); Kemper, H. C. G. (Institute for Research in Extramural Medicine (EMGO), Faculty of Medicine, Vrije Universiteit, Amsterdam, The Netherlands); Steyn, N. P. (Department of Human Nutrition, University of the North, Sovenga, South Africa); Nthangeni, M. E. (Department of Statistics and Operations Research, University of the North, Sovenga, South Africa); Twisk, J. W. R. (Institute for Research in Extramural Medicine (EMGO), Faculty of Medicine, Vrije Universiteit, Amsterdam, The Netherlands); van Lenthe, F. J. (Department of Public Health, Erasmus University Rotterdam, The Netherlands)",,"Monyeki, K. D. (University of Limpopo); Toriola, A. L. (University of Limpopo); de Ridder, J. H. (Department of Human Movement Science, University for CHE, Potchefstroom, South Africa); Kemper, H. C. G. (EMGO Institute for Health and Care Research); Steyn, N. P. (University of Limpopo); Nthangeni, M. E. (University of Limpopo); Twisk, J. W. R. (EMGO Institute for Health and Care Research); van Lenthe, F. J. (Erasmus University Rotterdam)",17,4,0.5,1.68,,https://app.dimensions.ai/details/publication/pub.1012805977,31 Biological Sciences; 3104 Evolutionary Biology,
1857,pub.1092970799,10.1115/imece2002-32991,,,Chemical Equilibrium of Butane Combustion in a Perfectly Stirred Reactor: Thermodynamic – Mathematical Model,"Based on classic thermo chemistry, energy balance and the introduction of chemical equilibrium, a mathematical and thermodynamic model was developed for the combustion of butane in a perfectly stirred reactor (PSR). In order to obtain this model, it was necessary to take into account certain variables that have a strong effect on combustion such as adiabatic flame temperature, equivalence ratio, equilibrium composition, reactor pressure and the incoming temperature of the reactants (ITR). By using the mathematical model it was possible to obtain graphic solutions for adiabatic flame temperature, equilibrium composition of the different species vs equivalence ratio, composition changes as a function of pressure ratio and the ITR. The mathematical model gave reasonable results, showing values that match with those obtained using complex models. This shows that it is possible to achieve a very simple model for butane combustion by using the basic principles, and what is more important, the results present a high degree of accuracy.Copyright © 2002 by ASME",,,,Advanced Energy Systems,,,2002-01-01,2002,2008-06-03,2002-01-01,,,555-563,Closed,Proceeding,"Vásquez, Ricardo S.; Bula, Antonio J.; Camargo, Javier E.","Vásquez, Ricardo S. (Universidad del Norte, Barranquilla, Colombia); Bula, Antonio J. (Universidad del Norte, Barranquilla, Colombia); Camargo, Javier E. (Universidad del Norte, Barranquilla, Colombia)",,"Vásquez, Ricardo S. (Universidad del Norte); Bula, Antonio J. (Universidad del Norte); Camargo, Javier E. (Universidad del Norte)",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1092970799,40 Engineering; 4002 Automotive Engineering; 4017 Mechanical Engineering,
