"About the data: Exported on Sep 30, 2024. Criteria: '""Universidad del Norte"" OR ""universidad del norte"" OR ""University of the North"" OR ""university of the north"" OR ""Uninorte"" OR ""uninorte""' in full data; Publication Year is 2000.  Note: For hyper-authorship publications with more than 100 authors the export does not include author names and affiliations. © 2024 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,Book editors,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
6890,pub.1034976790,10.1016/s0167-5273(00)00181-9,10980348,,Association of HLA-DRB1*1602 and DRB1*1001 with Takayasu arteritis in Colombian mestizos as markers of Amerindian ancestry,"We performed HLA Class I and Class II typing in 16 patients (15 women, one man) with a confirmed diagnosis of Takayasu arteritis. We did not find any of the previously described associations with HLA-B52, and/or HLA-DRB1*1301 alleles. However, in our patients, HLA-DRB1*1602 and HLA-DRB1*1001 were significantly increased. The association of Takayasu arteritis with Amerindian and Asian HLA-DRB1 alleles (DRB1*1602 and DRB1*1001) in the Colombian mestizo patients reported here, and with HLA-B*3906 previously reported in Mexicans, suggest the possibility that some HLA and disease associations are markers for ethnicity of a population carrying a disease gene which is present in an admixed population with the disease.",,,International Journal of Cardiology,,,"Adolescent; Adult; Alleles; Colombia; Female; HLA-DR Antigens; Humans; Indians, South American; Male; Middle Aged; Seroepidemiologic Studies; Takayasu Arteritis",2000-08,2000,,2000-08,75,,s113-s116,Closed,Article,"Salazar, M; Varela, A; Ramirez, L.A; Uribe, O; Vasquez, G; Egea, E; Yunis, E.J; Iglesias-Gamarra, A","Salazar, M (Corporation CorpoGen., Santafé de Bogotá, Bogotá, Colombia; Department of Pathology, Fundación Santafé de Bogotá, Bogotá, Colombia); Varela, A (Corporation CorpoGen., Santafé de Bogotá, Bogotá, Colombia); Ramirez, L.A (Universidad de Antioquia, Medellı́n, Colombia); Uribe, O (Universidad de Antioquia, Medellı́n, Colombia); Vasquez, G (Universidad de Antioquia, Medellı́n, Colombia); Egea, E (Immunology Division, Universidad del Norte, Barranquilla, Colombia); Yunis, E.J (Division of Immunopathology and AIDS, Dana Farber Cancer Institute, Boston, MA, USA; Harvard Medical School, Boston, MA, USA); Iglesias-Gamarra, A (Department of Rheumatology, Hospital San Juan de Dios, Bogotá, Colombia; Universidad Nacional, Bogotá, Colombia)","Salazar, M (Corporation CorpoGen., Santafé de Bogotá, Bogotá, Colombia; Department of Pathology, Fundación Santafé de Bogotá, Bogotá, Colombia)","Salazar, M (Corporation CorpoGen., Santafé de Bogotá, Bogotá, Colombia; Department of Pathology, Fundación Santafé de Bogotá, Bogotá, Colombia); Varela, A (Corporation CorpoGen., Santafé de Bogotá, Bogotá, Colombia); Ramirez, L.A (University of Antioquia); Uribe, O (University of Antioquia); Vasquez, G (University of Antioquia); Egea, E (Universidad del Norte); Yunis, E.J (Dana-Farber Cancer Institute; Harvard University); Iglesias-Gamarra, A (Department of Rheumatology, Hospital San Juan de Dios, Bogotá, Colombia; National University of Colombia)",46,1,0.95,4.28,,https://app.dimensions.ai/details/publication/pub.1034976790,32 Biomedical and Clinical Sciences; 3204 Immunology,
6393,pub.1014194349,10.1007/s004200050020,10787128,,Occupational and environmental medicine in Colombia,"Abstract Colombia is a country rich in natural resources, with a steadily developing economy. Occupational and environmental medicine (OEM) education and practice have developed relatively recently in Colombia, mainly in response to a series of long overdue (and still partially implemented) reforms to the health care, social benefits, and education systems. Expansion in general and occupational health coverage of the Colombian population and development of OEM education and training were to be achieved through a clear stimulus to private sector initiatives. Despite some measurable overall progress, the goals remain elusive. This article discusses several aspects and the perspectives for further development of the specialty in this country, in the context of the socioeconomic factors involved in that process.",,,International Archives of Occupational and Environmental Health,,,Colombia; Environmental Medicine; Humans; Occupational Medicine,2000-03,2000,,2000-03,73,3,145-149,Closed,Article,"de la Hoz, R. E.; Guerrero, E.; Espinosa, M. T.; de Fex, R. L.","de la Hoz, R. E. (Columbia University, College of Physicians and Surgeons, 180 Ft. Washington Avenue, Room HP-118, New York, NY 10032, USA e-mail: red3@is2.nyu.edu Tel.: +1-212-305-7581, US); Guerrero, E. (Universidad El Bosque, Post-grado de Salud Ocupacional, Bogotá, Colombia, CO); Espinosa, M. T. (Universidad El Bosque, Post-grado de Salud Ocupacional, Bogotá, Colombia, CO); de Fex, R. L. (Department of Industrial Engineering, Faculty of Engineering, Universidad del Norte, and A.R.P. Suratep S.A., Barranquilla, Colombia, CO)",,"de la Hoz, R. E. (Columbia University); Guerrero, E. (El Bosque University); Espinosa, M. T. (El Bosque University); de Fex, R. L. (Universidad del Norte)",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1014194349,"35 Commerce, Management, Tourism and Services; 42 Health Sciences; 4203 Health Services and Systems",4 Quality Education
5186,pub.1001413171,10.1007/s002510000238,11061291,,A new HLA-Cw allele (Cw*0808) found in a Colombian Mestizo individual possibly generated by an intralocus/interloci gene conversion,,,,Immunogenetics,,,"Adult; Alleles; Base Sequence; Colombia; DNA; Exons; Gene Conversion; HLA-C Antigens; Humans; Indians, South American; Introns; Male; Models, Molecular; Molecular Sequence Data; Sequence Homology, Nucleic Acid",2000-10,2000,,2000-10,51,12,1053-1057,Closed,Article,"Silvera-Redondo, Carlos; Gomez-Casado, Eduardo; Martinez-Laso, Jorge; Egea, Eduardo; Garavito, Gloria; Varela, Pilar; Pacho, Arantza; Moscoso, Juan; Rubio, Isabel; Arnaiz-Villena, Antonio","Silvera-Redondo, Carlos (Departamento de Inmunología y Biología Molecular, Hospital 12 de Octubre, Universidad Complutense, Carretera Andalucía, 28041 Madrid, Spain); Gomez-Casado, Eduardo (Departamento de Inmunología y Biología Molecular, Hospital 12 de Octubre, Universidad Complutense, Carretera Andalucía, 28041 Madrid, Spain); Martinez-Laso, Jorge (Departamento de Inmunología y Biología Molecular, Hospital 12 de Octubre, Universidad Complutense, Carretera Andalucía, 28041 Madrid, Spain); Egea, Eduardo (Immunology and Molecular Biology, Division of Health, Universidad del Norte, Barranquilla, Colombia); Garavito, Gloria (Immunology and Molecular Biology, Division of Health, Universidad del Norte, Barranquilla, Colombia); Varela, Pilar (Departamento de Inmunología y Biología Molecular, Hospital 12 de Octubre, Universidad Complutense, Carretera Andalucía, 28041 Madrid, Spain); Pacho, Arantza (Departamento de Inmunología y Biología Molecular, Hospital 12 de Octubre, Universidad Complutense, Carretera Andalucía, 28041 Madrid, Spain); Moscoso, Juan (Departamento de Inmunología y Biología Molecular, Hospital 12 de Octubre, Universidad Complutense, Carretera Andalucía, 28041 Madrid, Spain); Rubio, Isabel (Departamento de Inmunología y Biología Molecular, Hospital 12 de Octubre, Universidad Complutense, Carretera Andalucía, 28041 Madrid, Spain); Arnaiz-Villena, Antonio (Departamento de Inmunología y Biología Molecular, Hospital 12 de Octubre, Universidad Complutense, Carretera Andalucía, 28041 Madrid, Spain)",,"Silvera-Redondo, Carlos (Hospital Universitario 12 de Octubre; Complutense University of Madrid); Gomez-Casado, Eduardo (Hospital Universitario 12 de Octubre; Complutense University of Madrid); Martinez-Laso, Jorge (Hospital Universitario 12 de Octubre; Complutense University of Madrid); Egea, Eduardo (Universidad del Norte); Garavito, Gloria (Universidad del Norte); Varela, Pilar (Hospital Universitario 12 de Octubre; Complutense University of Madrid); Pacho, Arantza (Hospital Universitario 12 de Octubre; Complutense University of Madrid); Moscoso, Juan (Hospital Universitario 12 de Octubre; Complutense University of Madrid); Rubio, Isabel (Hospital Universitario 12 de Octubre; Complutense University of Madrid); Arnaiz-Villena, Antonio (Hospital Universitario 12 de Octubre; Complutense University of Madrid)",5,0,0.11,0.46,,https://app.dimensions.ai/details/publication/pub.1001413171,32 Biomedical and Clinical Sciences; 3204 Immunology,
2100,pub.1070821551,10.2466/pr0.2000.86.3.957,10876353,,Gambling Attitudes among Black South African University Students,"Political change in South Africa since 1994 has led to a marked increase in opportunities to gamble. The purpose of the study was, therefore, to investigate attitudes towards gambling in African University students with the Gambling Attitude Scales by sex, course of study, and personality traits such as conservatism and risk-taking. The sample included 136 University of the North students, 80 first-year psychology and 56 second-year African law students. The students were 69 men and 65 women in the age range of 18 to 32 years (M of 21.8 yr., SD = 3.9). Analysis showed that men held more positive attitudes than women did towards gambling. Positive attitudes toward gambling were related to individual differences in risk-taking, liberalism, and course of study.",,,Psychological Reports,,,Adolescent; Adult; Black or African American; Attitude; Black People; Female; Gambling; Humans; Male; Risk-Taking; Social Change; South Africa; Students,2000-06,2000,2016-08-31,2000-06,86,3,957-962,Closed,Article,"Peltzer, Karl; Thole, Johannes M.","Peltzer, Karl (University of the North); Thole, Johannes M. (University of the North)","Peltzer, Karl (University of the North)","Peltzer, Karl (University of the North); Thole, Johannes M. (University of the North)",9,0,0.13,0.54,,https://app.dimensions.ai/details/publication/pub.1070821551,52 Psychology; 5205 Social and Personality Psychology,
2091,pub.1009650100,10.1046/j.1440-6047.2000.00137.x,24394316,,"Urban and rural differences in dietary intake, weight status and nutrition knowledge of black female students","The objective of this study was to examine dietary intake, weight status and nutrition knowledge of young black South African women in order to identify urban-rural differences. A group of 115 black female students attending a first-year pre-registration program at the University of the North participated in the study. A quantified food frequency questionnaire was used to gather data on each student's diet prior to entering the university. Height, weight, waist and hip measurements were taken, and body mass index (BMI) and waist-tohip ratio (WHR) were calculated for each participant. Each student also completed a nutrition knowledge test (NKT). Mean dietary intakes were generally comparable to the recommended dietary allowances (RDA), with the exception of calcium, zinc and iron, which were lower. Urban women consumed significantly more sugar (65.8 vs 52.2 g) and confectionery (290.4 vs 183.7 g), and significantly less legumes (6.3 vs 18.9 g), than did rural women. The prevalence of overweight (BM1 >= 25) was high in urban (22.7%) and rural (22.9%) women and WHR was significantly greater (P = 0.0003) in rural women (0.76) compared with urban ones (0.73). Nutrition knowledge test scores were poor (mean = 40.7%) and no urban-rural differences were found. There was a positive correlation between NKT and energy, protein, carbohydrate, fibre, calcium, zinc, thiamin, niacin, and folate intakes.",,,Asia Pacific Journal of Clinical Nutrition,,,,2000-03-27,2000,2001-12-24,2000-03-27,9,1,53-59,Closed,Article,"Steyn, Nelia P; Senekal, Marjanne; Brtis, Sanet; Nel, Johanna","Steyn, Nelia P (Department of Human Nutrition, University of the North, Sovenga, South Africa); Senekal, Marjanne (Department of Consumer Studies, University of Stellenbosch, Stellenbosch, South Africa); Brtis, Sanet (Department of Kinesiology, University of the North, Sovenga, South Africa); Nel, Johanna (Department of Research Administration, University of the North, Sovenga, South Africa)",,"Steyn, Nelia P (University of Limpopo); Senekal, Marjanne (Stellenbosch University); Brtis, Sanet (University of Limpopo); Nel, Johanna (University of Limpopo)",29,4,0.69,6.39,,https://app.dimensions.ai/details/publication/pub.1009650100,32 Biomedical and Clinical Sciences; 3210 Nutrition and Dietetics,
2049,pub.1029028563,10.4314/eamj.v77i1.46384,10944840,,Factors affectin condom use among South African University students,"OBJECTIVE: To investigate factors affecting condom use among South African university students.
DESIGN: Cross-sectional survey.
SETTING: Department of Psychology, University of the North, South Africa.
PARTICIPANTS: One hundred and forty six female and sixty first year male psychology students, mean age 20.9 years (SD = 3.4), with a range from 17 to 34 years.
MAIN OUTCOME MEASURES: Sexual activity and condom use (6 items), A 16-item AIDS Health Belief Scale and a 28-item Condom Use Self-Efficacy Scale.
RESULTS: Almost one third (29.2%) of the sample reported never using condoms, 35.4% always, 19.8% regularly and 8.5% irregularly in the past three months. Perceived barriers were associated with increasing age and reduced condom use intentions. In addition, perceived susceptibility was associated with past condom use. The total AIDS Health Belief was not related with age, gender, past condom use and condom use intentions. Self-efficacy of condom use was associated with decreasing age, past condom use and condom use intentions but not with gender.
CONCLUSION: Findings have relevant implications and are discussed in the context of developing an educational or intervention programme.",,,East African Medical Journal,,,"Adolescent; Adult; Attitude to Health; Condoms; Cross-Sectional Studies; Female; HIV Infections; Health Behavior; Health Knowledge, Attitudes, Practice; Humans; Male; Motivation; Self Efficacy; Sexual Behavior; South Africa; Students; Surveys and Questionnaires; Universities",2000-01,2000,2009-09-30,2000-01,77,1,46-52,All OA; Bronze,Article,"Peltzer, K","Peltzer, K (Department of Psychology, University of the North, Sovenga, South Africa.)",,"Peltzer, K (University of Limpopo)",34,1,1.08,,https://www.ajol.info/index.php/eamj/article/download/46384/32783,https://app.dimensions.ai/details/publication/pub.1029028563,32 Biomedical and Clinical Sciences,
1967,pub.1074615741,,10745969,,Weight and health status of black female students.,"OBJECTIVE: To examine black female students for the occurrence of risk factors associated with chronic diseases of lifestyle, namely obesity, hypertension, nicotine usage, dyslipidaemia and compromised mental health (depression).
DESIGN: A cross-sectional analytical study design was used. All participants were examined within a period of 3 months during 1994. Weight, height, and hip and waist measurements were taken. Body mass index (BMI), waist-hip ratio (WHR) and waist circumference (WC) were calculated for each subject. Two systolic and diastolic blood pressure readings were taken for each participant. Questionnaires were used to determine specific risk factors related to lifestyle. The Beck Depression Inventory (BDI) was used to measure psychological well-being. Fasting blood samples were collected and analysed for serum lipids and iron status.
SETTING: The University of the North in the Northern Province of South Africa.
SUBJECTS: A complete data set of sociodemographic information, anthropometric measurements and blood pressure readings, as well as a psychological health test and a medical questionnaire, were obtained from 231 of the 431 first-year female students who attended the university orientation programme. Only students with a complete data set were included in the sample.
RESULTS: Eighteen per cent of students were overweight (BMI 25-29.9), 6.5% were obese (BMI > or = 30), and 26.8% were underweight. Mean blood pressure, BMI, WHR and WC increased significantly with age and were highest among the > or = 24-year-olds. Only 1.6% of students had elevated blood pressure, 1.0% smoked and 4.4% took snuff. BMI, WC and WHR were positively correlated with blood pressure and age. Few students had dyslipidaemia (3.8% cholesterol > 5.2 mmol/l). However 14.5% were anaemic (Hb < 11.5 g/dl) and 24.6% had microcytosis (< 80 fl). Nearly one-fifth of students (17.7%) were classified as being moderately to severely depressed.
CONCLUSIONS: Black female students younger than 24 years exhibited few risk factors associated with chronic diseases of lifestyle. However in older women (> or = 24 years) there were significant increases in BMI, WHR, WC and blood pressure. A large number of students of all ages exhibited moderate to severe depression and anaemia was prevalent.",,,South African Medical Journal,,,"Adolescent; Adult; Anthropometry; Black People; Blood Pressure; Body Weight; Chronic Disease; Cross-Sectional Studies; Data Interpretation, Statistical; Female; Health Status; Hematologic Tests; Humans; Life Style; Longitudinal Studies; Mental Health; Risk Factors; Smoking; Socioeconomic Factors; Surveys and Questionnaires",2000-02,2000,,2000-02,90,2,146-52,Closed,Article,"Steyn, N P; Senekal, M; Brits, S; Alberts, M; Mashego, T; Nel, J H","Steyn, N P (Department of Human Nutrition, University of the North, Sovenga, Northern Province.); Senekal, M (); Brits, S (); Alberts, M (); Mashego, T (); Nel, J H ()",,"Steyn, N P (Department of Human Nutrition, University of the North, Sovenga, Northern Province.); Senekal, M (); Brits, S (); Alberts, M (); Mashego, T (); Nel, J H ()",17,2,0.5,3.51,,https://app.dimensions.ai/details/publication/pub.1074615741,32 Biomedical and Clinical Sciences; 3210 Nutrition and Dietetics; 42 Health Sciences; 4206 Public Health,3 Good Health and Well Being
1895,pub.1072217705,10.4102/curationis.v23i1.599,11140031,,"Perceived treatment efficacy o f the last experienced illness episode in a community sample in the Northern Province, South Africa","This study determined the perceived efficacy of various health care providers for the last illness episode patients had suffered. 104 African/Black participants (50 male and 54 female), chosen by quota sampling from the general public (urban population of Mankweng), Northern Province, were interviewed. The research design was a one-shot case study. Medical treatment (68%) was the major choice of treatment for minor, major and chronic medical condition as well as psychological/mental disorders. The second most important treatment choice was the herbalist (19%) for minor and chronic conditions as well as traditional illness, followed by the diviner (9%) prophet or faith healer (4%) and psychologist (2%). Combined traditional or faith healing was utilized by 32% of the sample and combined western treatment by 68%. Regarding the self-rated treatment efficacy for the last illness episode western treatment was generally perceived as more effective than traditional or faith healing. However, traditional or faith healing was considered almost as long lasting as western therapy.",,,Curationis,,,"Adult; Female; Health Services, Indigenous; Humans; Male; Medicine, African Traditional; Middle Aged; Patient Acceptance of Health Care; South Africa; Treatment Outcome",2000-03,2000,2000-09-27,2000-03,23,1,57-60,All OA; Gold,Article,"Peltzer, K","Peltzer, K (Department of Psychology, University of the North.)",,"Peltzer, K (Department of Psychology, University of the North.)",11,0,0.3,2.14,https://curationis.org.za/index.php/curationis/article/download/599/539,https://app.dimensions.ai/details/publication/pub.1072217705,42 Health Sciences; 4203 Health Services and Systems,3 Good Health and Well Being
1856,pub.1020662940,10.4314/eamj.v77i5.46633,12858921,,"Knowledge, self-efficacy and behavioural intent towards AIDS prevention behaviours among culturally diverse secondary school pupils in South Africa","OBJECTIVE: To investigate knowledge, self-efficacy, and behavioural intent towards AIDS prevention behaviours among culturally diverse secondary school pupils in South Africa.
DESIGN: Randomised study.
SETTING: Three urban secondary schools in Pietersburg, South Africa.
PARTICIPANTS: Three hundred and sixty six Grade 11 secondary school pupils, comprising 150 (41%) males, and 216 (59%) females, aged 17 to 24 years (mean age 19.3 years, SD=2.6). The three cultural groups were 142 Blacks, 112 Whites and 112 Asians.
MAIN OUTCOME MEASURES: The questionnaire included items on socio-economic and family background, knowledge about HIV, perceived self-efficacy and behavioural intent regarding AIDS preventive behaviours.
RESULTS: Overall, the participants showed an adequate level of AIDS knowledge. However, there was considerable inaccuracy regarding AIDS transmission myths or how AIDS cannot be transmitted. The different cultural groups generally felt most self-efficacious regarding how to protect themselves from becoming infected (75-90%) and least self-efficacious on knowing where to go for information on AIDS (72-74%). Generally, participants reported a high behavioural intent. The Whites stand second in knowledge and more or less second in self-efficacy and behaviour intent. The Blacks stand third in knowledge and more or less second in self-efficacy and behaviour intent.
CONCLUSION: Culturally diverse knowledge, self-efficacy and behavioural intent towards AIDS prevention was found among White, Black and Asian pupils, which should inform a culturally sensitive and appropriate AIDS health promotion programme in South Africa.",,,East African Medical Journal,,,"Acquired Immunodeficiency Syndrome; Adolescent; Adult; Female; Health Knowledge, Attitudes, Practice; Humans; Male; South Africa; Surveys and Questionnaires",2000-05,2000,2009-10-09,2000-05,77,5,279-82,All OA; Bronze,Article,"Peltzer, K; Cherian, L; Cherian, V I","Peltzer, K (Department of Psychology, University of the North, Private Bag X1106, Sovenga 0727, South Africa.); Cherian, L (); Cherian, V I ()",,"Peltzer, K (University of Limpopo); Cherian, L (); Cherian, V I ()",3,0,0.04,,https://www.ajol.info/index.php/eamj/article/download/46633/33028,https://app.dimensions.ai/details/publication/pub.1020662940,32 Biomedical and Clinical Sciences,3 Good Health and Well Being
1827,pub.1042242679,10.1002/biof.5520110110,10705955,,"An investigation into a possible relationship between vitamin D, parathyroid hormone, calcium and magnesium in a normally pigmented and an albino rural black population in the Northern Province of South Africa","Vitamin D levels are important in the management of patients with various disorders of calcium metabolism associated with rickets, osteomalacia, osteodystrophy osteoporosis and hypoparathyroidism. 82 albinos and 58 normally pigmented children resident at the Siloe School for the Visually Impaired were sampled. Blood samples of fasting subjects were collected over a two-day period and analyzed for vitamin D, parathyroid hormone, plasma calcium and both plasma and red blood cell magnesium measurements. The height and weight of each subject was also recorded. The results are discussed in relation to the different skin pigmented groups, for specific age groups, sex and visual status. Statistical outliers were excluded from the results. It appears that the Albino group has significantly (p = 0.06) higher vitamin D levels against the background of a similar dietary intake and similar exposure to sunlight/day length. Thus black children/subjects require a significantly higher intake of vitamin D to attain the same level as their Albino counterparts. In spite of significantly higher vit D levels, the other homeostatic control mechanisms were not altered (i.e., PTH levels are similar in both groups). This study supports the postulate that a dark complexion predisposes to sub-optimal vit D status.",,,BioFactors,,,Adolescent; Albinism; Black People; Calcium; Child; Diet; Humans; Magnesium; Nutritional Status; Parathyroid Hormone; Rural Population; South Africa; Vitamin D,2000-01,2000,2008-12-16,2000-01,11,1‐2,35-38,Closed,Article,"Cornish, Daryl A.; Maluleke, Vusi; Mhlanga, Thulani","Cornish, Daryl A. (Department of Physiology, University of the North, Private Bag X1106, Sovenga, 0727, Northern Province, South Africa); Maluleke, Vusi (Department of Physiology, University of the North, Private Bag X1106, Sovenga, 0727, Northern Province, South Africa); Mhlanga, Thulani (Department of Physiology, University of the North, Private Bag X1106, Sovenga, 0727, Northern Province, South Africa)","Cornish, Daryl A. (University of Limpopo)","Cornish, Daryl A. (University of Limpopo); Maluleke, Vusi (University of Limpopo); Mhlanga, Thulani (University of Limpopo)",24,0,0.44,1.21,,https://app.dimensions.ai/details/publication/pub.1042242679,31 Biological Sciences; 3101 Biochemistry and Cell Biology,
