"About the data: Exported on Oct 01, 2024. Criteria: '""Universidad del Norte"" OR ""universidad del norte"" OR ""University of the North"" OR ""university of the north"" OR ""Uninorte"" OR ""uninorte""' in full data; Publication Year is 2018; Publication Type is Chapter or Edited Book or Proceeding or Monograph; Open Access is Closed.  Note: For hyper-authorship publications with more than 100 authors the export does not include author names and affiliations. © 2024 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,Book editors,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
4014,pub.1109928228,10.1109/iceee.2018.8533985,,,UniGRID: Photovoltaic Study Case for the Universidad del Norte Renewable Energies Laboratory,"This paper presents the analysis of an actual scaled-IEEE-13 distribution feeder under different operating conditions including the modelling and simulation of variating solar energy contribution. The actual distribution feeder was built under the Universidad del Norte strategic energy area as a laboratory; therefore, the scaling and generator-load modules where carried out given the particular conditions of the university. This project becomes an actual test bench to fully explore strategies to many needs that exists today such as: energy efficiency, increased use of renewable energy, reduction of greenhouse gas emissions, increased safety of the supply and minimization of electrical losses. The main result of the present work is to defined the amount of solar energy that can be injected to a conventional power system, so that it can keep operation under a regulatory frame even under island operation, which allows to possibility to become a solution for lack of power from the network operator and/or explore schemes of distributed generation.",,,,"2018 15th International Conference on Electrical Engineering, Computing Science and Automatic Control (CCE)",,,2018-01-07,2018,,2018-01-07,00,,1-6,Closed,Proceeding,"De la Hoz, Paula; Jimenez, Elvin; Oliveros, Ingrid; Silva, Andrea; Castillo-Sierra, Rafael; Pardo, Mauricio","De la Hoz, Paula (Electric and Electronic Dept., Universidad del Norte, Barranquilla, Colombia); Jimenez, Elvin (Electric and Electronic Dept., Instituto Tecnológico de Santo Domingo, Republica Domincana); Oliveros, Ingrid (Electric and Electronic Dept., Universidad del Norte, Barranquilla, Colombia); Silva, Andrea (Electric and Electronic Dept., Universidad del Norte, Barranquilla, Colombia); Castillo-Sierra, Rafael (Electric and Electronic Dept., Universidad del Norte, Barranquilla, Colombia); Pardo, Mauricio (Electric and Electronic Dept., Universidad del Norte, Barranquilla, Colombia)","De la Hoz, Paula (Universidad del Norte)","De la Hoz, Paula (Universidad del Norte); Jimenez, Elvin (Electric and Electronic Dept., Instituto Tecnológico de Santo Domingo, Republica Domincana); Oliveros, Ingrid (Universidad del Norte); Silva, Andrea (Universidad del Norte); Castillo-Sierra, Rafael (Universidad del Norte); Pardo, Mauricio (Universidad del Norte)",4,1,,0.9,,https://app.dimensions.ai/details/publication/pub.1109928228,"40 Engineering; 4008 Electrical Engineering; 4009 Electronics, Sensors and Digital Hardware",13 Climate Action; 7 Affordable and Clean Energy
3634,pub.1104303880,10.1007/978-3-319-93749-6_87,,,Augmented Graphic Thinking in Geometry. Developable Architectural Surfaces in Experimental Pavilions,"We will analyze how the incorporation of digital manufacturing in our schools is motivating a deep reflection about the need to be familiar with both the foundations of geometry as well as with more advanced knowledge. The reinterpretation of our inherited graphic design discipline in light of current digital tools can open up new fields of study and work, such as is occurring in the field of developable surfaces, warped surfaces and many others. In addition, through non-linear graphic processes and digital tools of parametric design, we can arrive at an “expanded graphic thinking” that we can place at the service of production and morphological research. Thus, the old descriptive geometry—geometry based on graphics—comes to serve a cybernetically enlarged mind. We will present four experimental pavilions resulting from several workshops on geometry and digital manufacturing carried out in collaboration between the University of Seville and several Ibero-American Universities. Based on the deep geometric knowledge of developable helical surfaces and surfaces of equal slope, a guided exercise is proposed to approach the design, manufacturing and assembly phases of these architectural installations on a real scale.","THE BUTTERFLY GALLERY: Design and project: Andrés Martín-Pastor, Juan Expósito Bejarano; Academic coordination: María Angela Dias. Programa de Pós-graduação em Arquitetura, FAU, Universidade Federal do Rio de Janeiro (UFRJ), Brasil; Manufacturing: LAMO3D, Foco Design; Assembly: Tutors and students of UFRJ; Collaboration: Dept. of Graphic Engineering, Universidad de Sevilla, ETSIE, Fablab Sevilla SSFS PAVILION–FABLAB SEVILLA: Design and project: Andrés Martín-Pastor, Juan Expósito Bejarano and Roberto Narváez Rodríguez; Manufacturing: Fablab Sevilla; International coordination: Mauro Chiarella; Production Chief: Daniel del Valle; Assembly: Tutors and students of ETSIE, ETSA and Edificalab; Collaboration: Noche Europea de los Investigadores, Dept. of Graphic Engineering, Universidad de Sevilla, ETSIE MOLUSCO–PAVILION: Design and project: Andrés Martín-Pastor, Alicia López-Martínez; Academic coordination: Antonio Olmos and Johanna Ebrahaim. Fablab Uninorte. Universidad del Norte, Barranquilla, Colombia; Manufacturing: Fablab UN Medellín. Universidad Nacional de Colombia, sede Medellín; Manufacturing team: Edgar Alonso Meneses, Juan Pablo Gutiérrez, Luis Daniel Asprilla, Camilo Andrés Idárraga; Assembly: Tutors and students of Universidad del Norte, Colombia; Collaboration: Dept. of Graphic Engineering, Universidad de Sevilla, ETSIE PABELLÓN BIO-DUNA: Design and project: Andrés Martín-Pastor; In collaboration: Alicia López-Martínez; Academic coordination: Rodrigo García Alvarado; Manufacturing: Prototype lab of Industrial Design School, Universidad del Bio-Bio, Concepción, Chile; Production Chief: Alexis Pérez Fargallo; Assembly: Tutors and students of Universidad del Bio-Bio; Collaboration: Dept. of Graphic Engineering, Universidad de Sevilla, ETSIEs",,,Graphic Imprints,Carlos L. Marcos,,2018-05-31,2018,2018-05-31,2019,,,1065-1075,Closed,Chapter,"Martín-Pastor, Andrés","Martín-Pastor, Andrés (Department of Graphic Engineering, Universidad de Sevilla, Seville, Spain)","Martín-Pastor, Andrés (University of Seville)","Martín-Pastor, Andrés (University of Seville)",8,3,,3.12,,https://app.dimensions.ai/details/publication/pub.1104303880,33 Built Environment and Design; 3301 Architecture; 3303 Design; 40 Engineering; 4014 Manufacturing Engineering,
3620,pub.1105723461,10.1145/3196369.3196387,,,Global software engineering experience through international capstone project exchanges,"Today it is very common for software systems to be built by teams located in more than one country. For example, a project team may be located in the US while the team lead resides in Sweden. How then should students be trained for this kind of work? Senior design or capstone projects offer students real-world hands-on experience but rarely while working internationally. One reason is that most instructors do not have international business contacts that allow them to find project sponsors in other countries. Another reason is the fear of having to invest a huge amount of time managing an international project. In this paper we present the general concepts related to ""International Capstone Project Exchanges"", the basic model behind the exchanges (student teams are led by an industry sponsor residing in a different country) and several alternate models that have been used in practice. We will give examples from projects in the US, Germany, Sweden, Australia, and Colombia. We have extended the model beyond software projects to include engineering projects as well as marketing, and journalism. We conclude with a description of an International Capstone Project Exchange website that we have developed to aid any university in establishing their own international project exchange.",,,,Proceedings of the 13th International Conference on Global Software Engineering,,,2018-05-27,2018,2018-05-27,2018-05-27,,,54-58,Closed,Proceeding,"Knudson, Dean; Kalafatis, Stavros; Kleiner, Carsten; Zahos, Stephen; Seegebarth, Barbara; Detterfelt, Jonas; Avazpour, Iman; Sandahl, Kristian; Gorder, Peter; Ginige, Jeewani Anupama; Radermacher, Alex; Caballero, Hugo; Gomez, Humberto; Roos, Mikael","Knudson, Dean (North Dakota State University); Kalafatis, Stavros (Texas A&M University); Kleiner, Carsten (Hannover University of Applied Sciences & Arts, Hannover, Germany); Zahos, Stephen (University of Illinois at Urbana-Champaign); Seegebarth, Barbara (Technische Universität Braunschweig, Braunschweig, Germany); Detterfelt, Jonas (Linkoping University, Linkoping, Sweden); Avazpour, Iman (Deakin University, Burwood, Australia); Sandahl, Kristian (Linkoping University, Linkoping, Sweden); Gorder, Peter (Univ. of Colorado); Ginige, Jeewani Anupama (Western Sydney Univ., Australia); Radermacher, Alex (North Dakota State University); Caballero, Hugo (Universidad del Norte, Colombia, Barranquilla, Colombia); Gomez, Humberto (Universidad del Norte, Colombia, Barranquilla, Colombia); Roos, Mikael (Blekinge Institute of Technology (BTH), Karlskrona, Sweden)",,"Knudson, Dean (North Dakota State University); Kalafatis, Stavros (Texas A&M University System); Kleiner, Carsten (Hochschule Hannover); Zahos, Stephen (University of Illinois Urbana-Champaign); Seegebarth, Barbara (Technische Universität Braunschweig); Detterfelt, Jonas (Linköping University); Avazpour, Iman (Deakin University); Sandahl, Kristian (Linköping University); Gorder, Peter (Univ. of Colorado); Ginige, Jeewani Anupama (Western Sydney University); Radermacher, Alex (North Dakota State University); Caballero, Hugo (Universidad del Norte); Gomez, Humberto (Universidad del Norte); Roos, Mikael (Blekinge Institute of Technology)",6,2,,2.03,,https://app.dimensions.ai/details/publication/pub.1105723461,46 Information and Computing Sciences; 4612 Software Engineering,
2310,pub.1105082083,10.5840/wcp232018611401,,,"Mito, religión y política en la Grecia Antigua","The Ancient Greek religion is a creation of the poets. Nevertheless, this literary construction is reproduced, interpreted and ‘re-construed’ discursively, in a socio-political-philosophical context, as Olympian religion (linked to the central demos of the polis), and as mystery religions (in peripheral dēmoi). Inasmuch as the ancient Greek religion has not generally been treated in an interdisciplinary way (in a socio-political context, for example), this paper aims to show an intimate and reciprocal influence between myth and politics based mainly on Attic synoecism, and how, through the propaganda needs of democracy, there arise mythifications of politics and ideologization of myth. These concerns are articulated in the following working hypothesis supported by the information from historical, epigraphic, and literary sources: the influence of Greek politics on the writing, reading and re-writing of the myths, from which the ritual practices of the mystery religions developed, and how these, in turn, served to confront and resolve, discursively and ‘liturgically’ (using grammars of exclusion/inclusion) the multiple challenges of the democratic politics of the central demos in the face of the economic and psychosocial needs of the peripheral dēmoi.",,,,Proceedings of the XXIII World Congress of Philosophy,,,2018,2018,2018,,61,,205-214,Closed,Chapter,"Casadiego, Yidy Paez","Casadiego, Yidy Paez ()",,"Casadiego, Yidy Paez ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1105082083,"43 History, Heritage and Archaeology; 4303 Historical Studies; 47 Language, Communication and Culture; 4705 Literary Studies",
1995,pub.1124442983,10.15332/tg.esp.2019.00002,,,"Como el agotamiento físico, emocional y mental de los trabajadores de la salud influye en su desempeño laboral",,,,,,,,2018,2018,2018,2018,,,,Closed,Edited Book,,,,,0,0,,,,https://app.dimensions.ai/details/publication/pub.1124442983,,
1992,pub.1100774618,10.1109/coniiti.2017.8273323,,,Autonomous recognition of martial arts forms using RGB-D cameras,"The work presented here proposes an approach to automate the process of detecting and evaluating martial arts forms. This document presents a detection system on a set of static poses, which will be expanded in the future into full-movement forms. The results show that it is feasible to build a Kinect-based stance recognition system using simple machine learning algorithms, which will serve as a basis for more complex work in the future.",,,,2017 Congreso Internacional de Innovacion y Tendencias en Ingenieria (CONIITI),,,2018-01-29,2018,2018-01-29,,,,1-5,Closed,Proceeding,"Salazar, Karolay Ardila; Garcia, Julian E. Sibaja; Mateus, Andres Simancas; Percybrooks, Winston S.","Salazar, Karolay Ardila (Department of Electrical and Electronics Engineering, Universidad del Norte, Barranquilla, Colombia); Garcia, Julian E. Sibaja (Department of Electrical and Electronics Engineering, Universidad del Norte, Barranquilla, Colombia); Mateus, Andres Simancas (Department of Electrical and Electronics Engineering, Universidad del Norte, Barranquilla, Colombia); Percybrooks, Winston S. (Department of Electrical and Electronics Engineering, Universidad del Norte, Barranquilla, Colombia)",,"Salazar, Karolay Ardila (Universidad del Norte); Garcia, Julian E. Sibaja (Universidad del Norte); Mateus, Andres Simancas (Universidad del Norte); Percybrooks, Winston S. (Universidad del Norte)",3,0,,0.69,,https://app.dimensions.ai/details/publication/pub.1100774618,46 Information and Computing Sciences; 4605 Data Management and Data Science,
1966,pub.1111334792,10.1145/3288200.3288210,,,Three-Dimensional Reconstruction of Cardiac Structures Using CT Images,"This paper describes a software tool for building and displaying tri-dimensional cardiac structures from a sequence of Computer Tomography (CT) scan images. The development process followed for this work can be divided into 5 stages. During the first stage, suitable DICOM images are selected from a CT scan machine. In the second stage, the images are pre-processed in order to reduce noise levels and enhance relevant features. The third stage compares the performance of three image segmentation methods on the pre-processed images: Region growing, Otsu's algorithm and active contours. It was found that active contours achieves the best isolation of the Region of Interest (ROI), while the other two methods recognized morphological structures outside of the ROI. In the four stage, a 3D image of the ROI is renderized. Finally, the reconstructed 3D model is visualized in stage five using a custombuilt Graphical User Interface (GUI). The resulting 3D models are validated by visual inspection by three heart and imaging experts, which determine if the model is suitable for use in diagnosis or surgery planning.",,,,"Proceedings of the 2018 3rd International Conference on Biomedical Imaging, Signal Processing",,,2018-10-11,2018,2018-10-11,2018-10-11,,,74-79,Closed,Proceeding,"Diaz, Luis Lopez; Olmos, Andersson Contreras; Cadena, Alberto; Percybrooks, Winston S.; P., Juan Pablo Tello","Diaz, Luis Lopez (Universidad del Norte, Barranquilla, Colombia); Olmos, Andersson Contreras (Universidad del Norte, Barranquilla, Colombia); Cadena, Alberto (Clinica de la Costa, Barranquilla, Colombia); Percybrooks, Winston S. (Universidad del Norte, Barranquilla, Colombia); P., Juan Pablo Tello (Universidad del Norte, Barranquilla, Colombia)",,"Diaz, Luis Lopez (Universidad del Norte); Olmos, Andersson Contreras (Universidad del Norte); Cadena, Alberto (Clinica de la Costa, Barranquilla, Colombia); Percybrooks, Winston S. (Universidad del Norte); P., Juan Pablo Tello (Universidad del Norte)",1,0,,0.51,,https://app.dimensions.ai/details/publication/pub.1111334792,32 Biomedical and Clinical Sciences; 51 Physical Sciences; 5105 Medical and Biological Physics,
1965,pub.1111401671,10.1109/ica-acca.2018.8609753,,,Approach of Multicasting Routing with Solution for Network Coding Applying Edmonds-Karp,"A multicast routing network is obtained from a general communications network where the source nodes and sinks are specified. We propose a method that generates an approximate multicast routing graph, in which the scheme of simultaneous transmission and reception of packets using Network Coding can be checked. The proposal is based on the maximum flow algorithm, developed by Edmonds-Karp, which determines the individual maximum flow graph for each sourcesink pair. A debugging is carried out to determine the minimum flow between the set of individual solutions, and then the resulting graphs are mixed to establish the minimum common flow graph of a single session multicast routing system. A Network Coding scheme has a solution over the multicast graph, if and only if, the packets sent simultaneously from the source node can be recovered from a system of linear combinations that enter the sink nodes.",J. Márquez has been supported by a PhD grant from the Universidad del Norte.,,,2018 IEEE International Conference on Automation/XXIII Congress of the Chilean Association of Automatic Control (ICA-ACCA),,,2018-10-19,2018,,2018-10-19,00,,1-6,Closed,Proceeding,"Márquez, José; Gutiérrez, Ismael; Sánchez, Elba","Márquez, José (Universidad del Norte, Km. 5 Autopista a Puerto Colombia, Barranquilla, Colombia); Gutiérrez, Ismael (Universidad del Norte, Km. 5 Autopista a Puerto Colombia, Barranquilla, Colombia); Sánchez, Elba (Universidad del Norte, Km. 5 Autopista a Puerto Colombia, Barranquilla, Colombia)","Márquez, José (Universidad del Norte)","Márquez, José (Universidad del Norte); Gutiérrez, Ismael (Universidad del Norte); Sánchez, Elba (Universidad del Norte)",3,0,,0.9,,https://app.dimensions.ai/details/publication/pub.1111401671,40 Engineering; 4006 Communications Engineering; 46 Information and Computing Sciences; 4613 Theory Of Computation,
1951,pub.1110930894,10.1109/coniiti.2018.8587094,,,Human Activity and Heart Rate Monitoring System in a Mobile Platform,"This paper describes a real-time human activity recognition and heart rate tracking system using ultra-low power wearables in a mobile platform. The mobile application shows both real-time and historical data of activities performed by the user along with the average heart rate for each activity. Random Forest and k-Nearest Neighbors algorithms were used to classify, showing general accuracies of 97.3% and 98.6%, respectively, with only eight features. The presented heart rate monitor is compared with an Apple Watch series 3 and they were demonstrated to display statistically equal values, confirming the reliability of the built monitor. Both wearables have a diameter of 4.5cm and consume currents below 10mA on transmission events and are powered with coin cell batteries, setting feasible characteristics for the need of modern wearable systems.",,,,2018 Congreso Internacional de Innovación y Tendencias en Ingeniería (CONIITI),,,2018-10-03,2018,,2018-10-03,00,,1-6,Closed,Proceeding,"Manjarrés, José; Russo, Vitto; Peñaranda, Juan; Pardo, Mauricio","Manjarrés, José (Department of Electrical and Electronics Engineering, Universidad del Norte Barranquilla, Colombia, jeman); Russo, Vitto (Department of Electrical and Electronics Engineering, Universidad del Norte Barranquilla, Colombia, jeman); Peñaranda, Juan (Department of Electrical and Electronics Engineering, Universidad del Norte Barranquilla, Colombia, jeman); Pardo, Mauricio (Department of Electrical and Electronics Engineering, Universidad del Norte Barranquilla, Colombia, jeman)",,"Manjarrés, José (Universidad del Norte); Russo, Vitto (Universidad del Norte); Peñaranda, Juan (Universidad del Norte); Pardo, Mauricio (Universidad del Norte)",2,0,,0.52,,https://app.dimensions.ai/details/publication/pub.1110930894,46 Information and Computing Sciences; 4608 Human-Centred Computing,
1942,pub.1104218521,10.1109/educon.2018.8363415,,,Electric Circuit Olympics: Games as Evaluation Tools in Engineering,"Electric Circuits courses include topics usually difficult for engineering students, where they must apply their knowledge of mathematics and physics. Additionally., students do not feel motivated to participate in traditional classes., where they have a passive role receiving the information provided by the professor. Consequently., course fail rates may be around 30% or higher. The paper presents one strategy to help students acquire knowledge and improve their performance in the course: evaluation through a competition game named Electric Circuit Olympics. For part of their grade., students compete., both in physical activities and solving problems in electric circuits. Results show that motivation improved, course fail rate decreased to 15% and average final grades increased from 3.4 to 3.7 when comparing a traditional class to the course tested with the Electric Circuit Olympics.",,,,2018 IEEE Global Engineering Education Conference (EDUCON),,,2018-04-01,2018,,2018-04-01,,,1533-1537,Closed,Proceeding,"Oliveros, Ingrid; Soto, Jose Daniel; Calle, Maria; Schettini, N orelli; Ripoll, Lacides","Oliveros, Ingrid (Department of Electrical and Electronics Engineering, Universidad del Norte, Barranquilla, Colombia); Soto, Jose Daniel (Department of Electrical and Electronics Engineering, Universidad del Norte, Barranquilla, Colombia); Calle, Maria (Department of Electrical and Electronics Engineering, Universidad del Norte, Barranquilla, Colombia); Schettini, N orelli (Department of Electrical and Electronics Engineering, Universidad del Norte, Barranquilla, Colombia); Ripoll, Lacides (Department of Electrical and Electronics Engineering, Universidad del Norte, Barranquilla, Colombia)",,"Oliveros, Ingrid (Universidad del Norte); Soto, Jose Daniel (Universidad del Norte); Calle, Maria (Universidad del Norte); Schettini, N orelli (Universidad del Norte); Ripoll, Lacides (Universidad del Norte)",1,0,,0.25,,https://app.dimensions.ai/details/publication/pub.1104218521,40 Engineering; 4008 Electrical Engineering; 4010 Engineering Practice and Education,7 Affordable and Clean Energy
