"About the data: Exported on Sep 30, 2024. Criteria: '""Universidad del Norte"" OR ""universidad del norte"" OR ""University of the North"" OR ""university of the north"" OR ""Uninorte"" OR ""uninorte""' in full data; Publication Year is 2006.  Note: For hyper-authorship publications with more than 100 authors the export does not include author names and affiliations. © 2024 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,Book editors,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
7213,pub.1067824278,10.1542/peds.2005-0523,16585301,,Oral Sildenafil in Infants With Persistent Pulmonary Hypertension of the Newborn: A Pilot Randomized Blinded Study,"BACKGROUND: Persistent pulmonary hypertension (PPHN) occurs in as many as 6.8 of 1000 live births. Mortality is approximately 10% to 20% with high-frequency ventilation, surfactant, inhaled nitric oxide, and extracorporeal membrane oxygenation but is much higher when these therapies are not available. Sildenafil is a phosphodiesterase inhibitor type 5 that selectively reduces pulmonary vascular resistance.
OBJECTIVE: Our goal was to evaluate the feasibility of using oral sildenafil and its effect on oxygenation in PPHN.
DESIGN: This study was a proof-of-concept, randomized, masked study in infants >35.5 weeks' gestation and <3 days old with severe PPHN and oxygenation index (OI) >25 admitted to the NICU (Hospital Niño Jesús, Barranquilla, Colombia). The sildenafil solution was prepared from a 50-mg tablet. The first dose (1 mg/kg) or placebo was given by orogastric tube <30 minutes after randomization and every 6 hours. Preductal saturation and blood pressure were monitored continuously. OI was calculated every 6 hours. The main outcome variable was the effect of oral sildenafil on oxygenation. Sildenafil or placebo was discontinued when OI was <20 or if there was no significant change in OI after 36 hours.
RESULTS: Six infants with an OI of >25 received placebo, and 7 received oral sildenafil at a median age of 25 hours. All infants were severely ill, on fraction of inspired oxygen 1.0, and with similar ventilatory parameters. Intragastric sildenafil and placebo were well tolerated. In the treatment group, OI improved in all infants within 6 to 30 hours, all showed a steady improvement in pulse oxygen saturation over time, and none had noticeable effect on blood pressure; 6 of 7 survived. In the placebo group, 1 of 6 infants survived.
CONCLUSIONS: Oral sildenafil was administered easily and tolerated as well as placebo and improved OI in infants with severe PPHN, which suggests that oral sildenafil may be effective in the treatment of PPHN and underscores the need for a large, controlled trial.","The work was supported in part by Goddard Scholarship and Children&#x27;s Research Center, Emory University (Dr Sola), and Universidad del Norte, Barranquilla, Colombia (Drs Baquero, Neira, and Venegas). We thank the reviewers of Pediatrics for their brilliant criticisms and suggestions, which markedly improved this article.",,Pediatrics,,,"Administration, Oral; Blood Pressure; Double-Blind Method; Female; Humans; Infant, Newborn; Male; Oxygen; Persistent Fetal Circulation Syndrome; Phosphodiesterase Inhibitors; Pilot Projects; Piperazines; Purines; Sildenafil Citrate; Sulfones; Survival Rate; Vasodilator Agents",2006-04-01,2006,2006-04-01,2006-04-01,117,4,1077-1083,Closed,Article,"Baquero, Hernando; Soliz, Amed; Neira, Freddy; Venegas, Maria E.; Sola, Augusto","Baquero, Hernando (Division of Neonatology, Universidad del Norte, Barranquilla, Colombia); Soliz, Amed (Division of Neonatology, Miami Children's Hospital, Miami, Florida); Neira, Freddy (Division of Neonatology, Universidad del Norte, Barranquilla, Colombia); Venegas, Maria E. (Division of Neonatology, Universidad del Norte, Barranquilla, Colombia); Sola, Augusto (Division of Neonatology, Emory University, Atlanta, Georgia)",,"Baquero, Hernando (Universidad del Norte); Soliz, Amed (Miami Children's Hospital); Neira, Freddy (Universidad del Norte); Venegas, Maria E. (Universidad del Norte); Sola, Augusto (Emory University)",287,21,5.94,57.92,,https://app.dimensions.ai/details/publication/pub.1067824278,32 Biomedical and Clinical Sciences; 3213 Paediatrics,
6684,pub.1013207543,10.1128/cvi.00105-06,16960117,PMC1563575,"Altered Enzyme-Linked Immunosorbent Assay Immunoglobulin M (IgM)/IgG Optical Density Ratios Can Correctly Classify All Primary or Secondary Dengue Virus Infections 1 Day after the Onset of Symptoms, when All of the Viruses Can Be Isolated","We compared dengue virus (DV) isolation rates and tested whether acute primary (P) and acute/probable acute secondary (S/PS) DV infections could be correctly classified serologically when the patients' first serum (S1) samples were obtained 1 to 3 days after the onset of symptoms (AOS). DV envelope/membrane protein-specific immunoglobulin M (IgM) capture and IgG capture enzyme-linked immunosorbent assay (ELISA) titrations (1/log(10) 1.7 to 1 log(10) 6.6 dilutions) were performed on 100 paired S1 and S2 samples from suspected DV infections. The serologically confirmed S/PS infections were divided into six subgroups based on their different IgM and IgG responses. Because of their much greater dynamic ranges, IgG/IgM ELISA titer ratios were more accurate and reliable than IgM/IgG optical density (OD) ratios recorded at a single cutoff dilution for discriminating between P and S/PS infections. However, 62% of these patients' S1 samples were DV IgM and IgG titer negative (or=2.60 and <2.60) discriminatory IgM/IgG OD (DOD) ratios on these S1 samples than those published previously to correctly classify the highest percentage of these P and S/PS infections. The DV isolation rate was highest (12/12; 100%) using IgG and IgM titer-negative S1 samples collected 1 day AOS, when 100% of them were correctly classified as P or S/PS infections using these higher DOD ratios.",We thank Duane J. Gubler for kindly supplying the dengue type 3 (PR-1340) virus strain used in this study. This investigation received financial support from the Instituto Colombiano para el Desarrollo de la Ciencia y la Tecnologia “Francisco Jose de Caldas” (COLCIENCIAS) (no. 1215-04-14364) and the UNDP/World Bank/WHO Special Programme for Research and Training in Tropical Diseases (TDR) (no. 990892).,,mSphere,,,Colombia; Dengue; Dengue Virus; Enzyme-Linked Immunosorbent Assay; Humans; Immunoglobulin G; Immunoglobulin M; Time Factors,2006-09-07,2006,2006-09-07,2006-09,13,9,1044-1051,All OA; Green,Article,"Falconar, Andrew K. I.; de Plata, Elsa; Romero-Vivas, Claudia M. E.","Falconar, Andrew K. I. (Grupo de Investigaciones en Enfermedades Tropicales, Departamento de Ciéncias Básicas Medicas, Universidad del Norte, Barranquilla, Colombia); de Plata, Elsa (Oficina Distrital de Salud Publica de Barranquilla, Barranquilla, Colombia); Romero-Vivas, Claudia M. E. (Grupo de Investigaciones en Enfermedades Tropicales, Departamento de Ciéncias Básicas Medicas, Universidad del Norte, Barranquilla, Colombia)","Falconar, Andrew K. I. (Universidad del Norte)","Falconar, Andrew K. I. (Universidad del Norte); de Plata, Elsa (Oficina Distrital de Salud Publica de Barranquilla, Barranquilla, Colombia); Romero-Vivas, Claudia M. E. (Universidad del Norte)",58,4,1.41,3.24,https://europepmc.org/articles/pmc1563575?pdf=render,https://app.dimensions.ai/details/publication/pub.1013207543,31 Biological Sciences; 3107 Microbiology,3 Good Health and Well Being
6421,pub.1006108388,10.1016/j.virusres.2006.02.012,16600413,,CD4/CXCR4 co-expression allows productive HIV-1 infection in canine kidney MDCK cells,"The Madin-Darby canine kidney (MDCK) cell line has become the prototypic cell type for studying the mechanisms involved in viral glycoproteins transport and viral assembly in polarized cells. This cell line has been used in our laboratories for studying human immunodeficiency virus (HIV-1), despite the fact that MDCK cells cannot be infected by HIV. In transfected MDCK cells, HIV-1 glycoproteins are specifically transported to the basolateral cell surface where viral budding also mostly occurs. However, this model is of limited use when viral propagation, infection of most cells, or larger production of virions, is needed. The initial objective of this work was thus to establish an MDCK-derived cell line that could be productively infected by HIV-1, in order to pursue our studies on the polarization of viral budding. Expression of both receptor and co-receptor for T-tropic strains of the virus showed that canine cells are rendered permissive once virus binding and entry is allowed. In addition, a reduced infectivity of the viral particles released from the basolateral surface was observed. This observation most likely reflects the interference mediated by CD4 molecules that accumulate at the basolateral domain. Accordingly, this effect was largely prevented when using viruses that down-regulate cell surface CD4 by expression of both viral accessory proteins Vpu and Nef. This is a further evidence that the function of different viral proteins depends of the site of viral budding, which is itself determined by the presence of targeting signal(s) harbored by viral envelope glycoproteins.","AcknowledgementsWe thank Dr. Michael Emerman for his generous gift of the CD4 cDNAplasmid and Dr. Dan R. Littman for the CXCR4 cDNA plasmid. We thank Carole Danis, Johanne Mercier and Nicole Rougeau for expert technical assistance conducing to smooth operation of our laboratories, Serge Sénéchal for technical support in FACS analysis, Dr. Jacques Thibodeau (Département de microbiologie et immunologie, Université de Montréal) for his efforts in maintaining this facility fully operational, and Jessy Tremblay for his help with microscopic observations. This work was supported by grants from the Canadian Institutes for Health Research (CIHR), a CANVAC grant in the Canada Networks of Centres of Excellence, and a Fonds pour les Chercheurs et l’Aide à la Recherche – Fonds de la Recherche en Santé du Québec (FCAR-FRSQ) group grant (all grants to É.A.C. and G.L.). É.A.C. is the recipient of a Canada Research Chair in Human Retrovirology, G.L. was the recipient of a senior scholarship award from the “Fonds de la Recherche en Santé du Québec” (FRSQ) and G.C.-A. was the recipient of a studentship from the “Ministère de l’Éducation du Québec”. We thank Universidad del Norte (Colombia) for continuous financial support of G.C.-A. during his doctoral studies and the Faculty of Graduate Studies of Université de Montréal for partial financial support to M.W.",,Virus Research,,,"Animals; CD4 Antigens; Cell Line; Dogs; HIV Infections; HIV-1; Kidney; Receptors, CXCR4; Virulence; Virus Replication",2006-04-05,2006,2006-04-05,2006-09,120,1-2,138-145,Closed,Article,"Cervantes-Acosta, Guillermo; Welman, Mélanie; Freund, Frédéric; Cohen, Éric A.; Lemay, Guy","Cervantes-Acosta, Guillermo (Département de Microbiologie et Immunologie, Université de Montréal, P.O. Box 6128, Station Centre-ville, Montréal, Qué., Canada H3C 3J7); Welman, Mélanie (Département de Microbiologie et Immunologie, Université de Montréal, P.O. Box 6128, Station Centre-ville, Montréal, Qué., Canada H3C 3J7; Institut de Recherches Cliniques de Montréal, Qué., Canada H2W 1R7); Freund, Frédéric (Département de Microbiologie et Immunologie, Université de Montréal, P.O. Box 6128, Station Centre-ville, Montréal, Qué., Canada H3C 3J7); Cohen, Éric A. (Département de Microbiologie et Immunologie, Université de Montréal, P.O. Box 6128, Station Centre-ville, Montréal, Qué., Canada H3C 3J7; Institut de Recherches Cliniques de Montréal, Qué., Canada H2W 1R7); Lemay, Guy (Département de Microbiologie et Immunologie, Université de Montréal, P.O. Box 6128, Station Centre-ville, Montréal, Qué., Canada H3C 3J7)","Lemay, Guy (University of Montreal)","Cervantes-Acosta, Guillermo (University of Montreal); Welman, Mélanie (University of Montreal; Montreal Clinical Research Institute); Freund, Frédéric (University of Montreal); Cohen, Éric A. (University of Montreal; Montreal Clinical Research Institute); Lemay, Guy (University of Montreal)",3,0,0.05,0.3,,https://app.dimensions.ai/details/publication/pub.1006108388,32 Biomedical and Clinical Sciences; 3204 Immunology; 3207 Medical Microbiology,
6079,pub.1025771570,10.1179/136485906x105543,16630394,,"Pupal-productivity surveys to identify the key container habitats of Aedes aegypti (L.) in Barranquilla, the principal seaport of Colombia","Surveys were conducted in three neighbourhoods of Barranquilla, the main seaport of Colombia, to identify, using counts of pupae in water containers during the wet and dry seasons, the most productive Aedes aegypti breeding sites. Overall, 3,433 premises were investigated in the wet season and 3,563 in the dry, representing, respectively, 82.3% and 84.6% of the total numbers of premises in the study areas. Despite a reasonably reliable supply of piped water, there were still some large storage containers for domestic water (cement ground tanks and plastic, metal and cement drums) in the area. Although such containers represented only 1.8%-16.3% of the total number of containers observed, they contributed 72.0%-78.2% and 65.0%-95.8% of the total Ae. aegypti pupal population in the three study neighbourhoods during the wet and dry seasons, respectively. In contrast, bottles represented 23.0%-88.9% of the total number of containers but produced no more than 0.1% of the total Ae aegypti pupal populations in these neighbourhoods. Other containers (tyres, vases, 'other discarded' and 'other used') generally produced only low numbers of pupae. In some settings, however, containers in the 'other discarded' category could contribute up to 19% of the total pupal population, and in one survey of one neighbourhood a single container in this category held 9.1% of all the pupae collected. These results, from a city where dengue fever is endemic, will help to focus local campaigns for Ae. aegypti source-reduction on the most productive categories of container.",,,Pathogens and Global Health,,,Aedes; Animals; Cities; Colombia; Dengue; Endemic Diseases; Household Articles; Humans; Insect Vectors; Mosquito Control; Population Surveillance; Pupa; Seasons; Urban Health; Water Supply,2006-04,2006,2013-07-18,2006-04,100,sup1,87-95,Closed,Article,"Romero-Vivas, C. M. E.; Arango-Padilla, P.; Falconar, A. K. I.","Romero-Vivas, C. M. E. (Grupo de Investigaciones en Enfermedades Tropicales, Departamento de Ciencias Básicas Médicas, División Ciencias de la Salud, Universidad del Norte, Km 5 Antigua Via a Puerto Colombia, Barranquilla, Colombia); Arango-Padilla, P. (Control de Vectores, Secretaría de Salud Distrital, Carrera 41 No. 54-68, Barranquilla, Colombia); Falconar, A. K. I. (Grupo de Investigaciones en Enfermedades Tropicales, Departamento de Ciencias Básicas Médicas, División Ciencias de la Salud, Universidad del Norte, Km 5 Antigua Via a Puerto Colombia, Barranquilla, Colombia)",,"Romero-Vivas, C. M. E. (Universidad del Norte); Arango-Padilla, P. (Control de Vectores, Secretaría de Salud Distrital, Carrera 41 No. 54-68, Barranquilla, Colombia); Falconar, A. K. I. (Universidad del Norte)",56,7,1.25,6.91,,https://app.dimensions.ai/details/publication/pub.1025771570,32 Biomedical and Clinical Sciences; 3202 Clinical Sciences; 3207 Medical Microbiology; 42 Health Sciences; 4206 Public Health,3 Good Health and Well Being
5912,pub.1051975389,10.1157/13085527,16527107,,Endoftalmitis endógena por Serratia marcescens en el curso de una sepsis neonatal temprana,,,,Anales de Pediatría,,,"Endophthalmitis; Female; Humans; Infant, Newborn; Sepsis; Serratia Infections; Serratia marcescens",2006-03,2006,,2006-03,64,3,291-292,Closed,Article,"Latorre, H. Baquero; Safi, F. Neira; Vargas, T. González","Latorre, H. Baquero (División Ciencias de la Salud. Universidad del Norte. Barranquilla. Colombia); Safi, F. Neira (MACSA. Barranquilla. Colombia); Vargas, T. González (MACSA. Barranquilla. Colombia)","Latorre, H. Baquero (Universidad del Norte)","Latorre, H. Baquero (Universidad del Norte); Safi, F. Neira (MACSA. Barranquilla. Colombia); Vargas, T. González (MACSA. Barranquilla. Colombia)",4,0,0.12,0.72,,https://app.dimensions.ai/details/publication/pub.1051975389,32 Biomedical and Clinical Sciences; 3213 Paediatrics; 3215 Reproductive Medicine,
5076,pub.1068110213,10.1590/s1135-57272006000300003,16838468,,"Factors associated the control of hypertension among older Spaniards, over 60 years of age.","BACKGROUND: In the last decade, improvement has been observed in the control of arterial hypertension in Spain. Such control has an effect in the decrease of cardiovascular morbidity and mortality. The objective of the study was to identify factors associated to the control of arterial hypertension in awareness of hypertension among males and females who receive pharmacological treatment.
METHODS: A cross-sectional analysis, made in basis of the following study data: ""Arterial Hypertension and other risk factors in the population of 60 years old and more in Spain"". The sample included 1461 hypertensive patients treated pharmacologically, selected by probabilistic and multistage sampling. The information recollected about the control of arterial hypertension, social and demographic variables, lifestyle, healthcare service usage, and life quality related to health, by residence interviewing.
RESULTS: No differences between gender were observed in the control of hypertension (p = 0.09), In men control were significantly linked to: residence in rural areas (OR = 1.83; CI at 95%: 1.06-3.14); being single (OR = 3.40; CI at 95%: 1.32-8.74); and exercising (OR = 1.69; CI at 95%: 1.06-2.69). Women who consume alcohol in a moderate way controlled themselves more (OR = 1.63; CI at 95% 1.14-2.33).
CONCLUSIONS: This research determines, according to gender, some factors related with the control of arterial hypertension in awareness of hypertension patients treated pharmacologically. In male patients the control is related to: living in rural areas, being single and physical activity. While in females control was associated with moderate alcohol consumption.",,,Revista Española de Salud Pública,,,Aged; Awareness; Cross-Sectional Studies; Female; Humans; Hypertension; Male; Middle Aged; Risk Factors; Sampling Studies; Spain,2006-06,2006,2006-06,2006,80,3,233-42,All OA; Gold,Article,"Tuesca-Molina, Rafael; Guallar-Castillón, Pilar; Banegas-Banegas, Jose Ramón; Graciani-Pérez Regadera, A","Tuesca-Molina, Rafael (Departamento de Salud Familiar y Communitaria, Division Ciencias de la Salud, Universidad del Norte, Barranquilla, Colombia. rtuesca@uninorte.edu.co); Guallar-Castillón, Pilar (); Banegas-Banegas, Jose Ramón (); Graciani-Pérez Regadera, A ()",,"Tuesca-Molina, Rafael (Universidad del Norte); Guallar-Castillón, Pilar (); Banegas-Banegas, Jose Ramón (); Graciani-Pérez Regadera, A ()",4,0,0.07,0.58,https://scielosp.org/article/ssm/content/raw/?resource_ssm_path=/media/assets/resp/v80n3/04original.pdf,https://app.dimensions.ai/details/publication/pub.1068110213,42 Health Sciences; 4206 Public Health,3 Good Health and Well Being
4956,pub.1020738419,10.1157/13088853,16756860,,Determinantes del cumplimiento terapéutico en personas mayores de 60 años en España,"OBJECTIVE: To identify factors associated with the adherence to a therapeutic plan of awareness of hypertension.
MATERIAL AND METHODS: The data of the study ""Arterial hypertension and other factors of risk in the elderly (> or = 60 years) Spanish population"". This was a population-based survey of 4.009 older Spaniards. Information for this survey was obtained thorough household personal interviews to evaluate if these determining factors are independent of socio-demographic variables, the use of health system, lifestyles and the quality of life related to health.
RESULTS: In men, the adherence to a therapeutic plan according to the regions studied (OR Rural = 3.9; OR Cantabrian = 1.9). Beside general health (OR = 1.01). With respect to the women, the ones that complied with the therapeutic plan more frequently had a low scholastic level (OR = 1.8), physical condition (OR = 1.02), and had more frequent home medical visits monthly (OR = 3.0). The women with poor adherence had two chronic illnesses (OR = 0.6)
CONCLUSIONS: There are regional differences, gender, educational and to measure health-related quality of life. This demonstrates poor adherence, so the strategy should be directed toward in this variables mentioned.",,,Gaceta Sanitaria,,,"Aged; Aged, 80 and over; Female; Humans; Hypertension; Male; Middle Aged; Patient Compliance; Spain",2006-05,2006,,2006-05,20,3,220-227,All OA; Gold,Article,"Tuesca-Molina, Rafael; Guallar-Castillón, Pilar; Banegas-Banegas, José Ramón; Regadera, Auxiliadora Graciani-Pérez","Tuesca-Molina, Rafael (Universidad del Norte, Departamento de Salud Familiar y Comunitaria, División Ciencias de la Salud, Barranquilla, Colombia); Guallar-Castillón, Pilar (Universidad Autónoma de Madrid, Departamento de Medicina Preventiva, Salud Pública y Microbiología, Madrid, España); Banegas-Banegas, José Ramón (Universidad Autónoma de Madrid, Departamento de Medicina Preventiva, Salud Pública y Microbiología, Madrid, España); Regadera, Auxiliadora Graciani-Pérez (Universidad Autónoma de Madrid, Departamento de Medicina Preventiva, Salud Pública y Microbiología, Madrid, España)","Tuesca-Molina, Rafael (Universidad del Norte)","Tuesca-Molina, Rafael (Universidad del Norte); Guallar-Castillón, Pilar (Autonomous University of Madrid); Banegas-Banegas, José Ramón (Autonomous University of Madrid); Regadera, Auxiliadora Graciani-Pérez (Autonomous University of Madrid)",18,0,0.44,2.59,https://doi.org/10.1157/13088853,https://app.dimensions.ai/details/publication/pub.1020738419,32 Biomedical and Clinical Sciences; 42 Health Sciences; 4206 Public Health,
4647,pub.1061401617,10.1109/memb.2006.1705739,17020194,,Gold,"Success! You have completed your undergraduate degree in engineering after years of study—years of essays, exams, labs, and assessments—years of erratic sleep patterns and far too much caffeine. The inevitable question remains: Now what?",,,IEEE Pulse,,,Biomedical Engineering; Career Choice; Societies; United States; Vocational Guidance,2006,2006,,2006,25,5,14-15,Closed,Article,"Lazareck, Lisa","Lazareck, Lisa (Engineering Science Department, University of Oxford.)","Lazareck, Lisa (University of Oxford)","Lazareck, Lisa (University of Oxford)",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1061401617,40 Engineering; 4010 Engineering Practice and Education,
4392,pub.1036940126,10.1179/136485906x105471,16630387,,Sample sizes for identifying the key types of container occupied by dengue-vector pupae: the use of entropy in analyses of compositional data,"A method has been developed for estimating the sample sizes needed to identify categories that comprise a large proportion of a compositional data-set. The method is to be used in the design of surveys of mosquito pupae, for identifying the key container types from which the majority of adult dengue vectors emerge. Although a finite-population correction was devised for estimating the mean of a negative binomial distribution, other complications of parametric approaches make them unlikely to yield methods simple enough to be practically applicable. The Shannon-Wiener index was therefore investigated as a more useful alternative, at the cost of theoretical generalizability, in an approach based on re-sampling methods in conjunction with the use of entropy. This index can be used to summarize the degree to which pupae are either concentrated in a few container types, or dispersed among many. An empirical relationship between the index and the repeatability of surveys of differing sample sizes was observed. A step-wise rule, based on the entropy of the cumulative data, was devised for determining the sample size, in terms of the number of houses positive for pupae, at which a pupal survey might reasonably be stopped.",,,Pathogens and Global Health,,,Aedes; Algorithms; Animals; Dengue; Entropy; Household Articles; Humans; Insect Vectors; Population Surveillance; Pupa; Reproducibility of Results; Sample Size; Water Supply,2006-04,2006,2013-07-18,2006-04,100,sup1,5-16,Closed,Article,"Alexander, N.; Lenhart, A. E.; Romero-Vivas, C. M. E.; Barbazan, P.; Morrison, A. C.; Barrera, R.; Arredondo-Jiménez, J. I.; Focks, D. A.","Alexander, N. (Infectious Disease Epidemiology UnitLondon School of Hygiene and Tropical Medicine, Keppel Street, London WC1E 7HT, U.K.); Lenhart, A. E. (Vector Research GroupLiverpool School of Tropical Medicine, Pembroke Place, Liverpool L3 5QA, U.K.); Romero-Vivas, C. M. E. (Universidad del NorteGrupo de Investigaciones en Enfermedades Tropicales, Departamento de Ciencias Basicas Médicas, Km 5 Antiguo Puerto Colombia, Barranquilla, Colombia); Barbazan, P. (Institut de Recherche pour le Développement–Mahidol University Research Centre for Emerging Viral Diseases, Mahidol University at Salaya, Nakhon Pathom 73170, Thailand); Morrison, A. C. (Department of EntomologyUniversity of California, Davis, CA 95616, U.S.A.); Barrera, R. (Centers for Disease Control and Prevention Dengue Branch, 1324 Calle Cañada, San Juan, Puerto Rico); Arredondo-Jiménez, J. I. (Centro de Investigación de PaludismoInstituto Nacional de Salud Pública, Apartado Postal 537, Tapachula, Chiapas, CP 30700, Mexico); Focks, D. A. (Infectious Disease Analysis LLCP.O. Box 12852, Gainesville, FL 32604, U.S.A.)",,"Alexander, N. (Infectious Disease Epidemiology UnitLondon School of Hygiene and Tropical Medicine, Keppel Street, London WC1E 7HT, U.K.); Lenhart, A. E. (Vector Research GroupLiverpool School of Tropical Medicine, Pembroke Place, Liverpool L3 5QA, U.K.); Romero-Vivas, C. M. E. (Universidad del NorteGrupo de Investigaciones en Enfermedades Tropicales, Departamento de Ciencias Basicas Médicas, Km 5 Antiguo Puerto Colombia, Barranquilla, Colombia); Barbazan, P. (Mahidol University); Morrison, A. C. (University of California, Davis); Barrera, R. (San Juan Quarantine Station); Arredondo-Jiménez, J. I. (Centro de Investigación de PaludismoInstituto Nacional de Salud Pública, Apartado Postal 537, Tapachula, Chiapas, CP 30700, Mexico); Focks, D. A. (Infectious Disease Analysis LLCP.O. Box 12852, Gainesville, FL 32604, U.S.A.)",15,3,0.36,1.85,,https://app.dimensions.ai/details/publication/pub.1036940126,32 Biomedical and Clinical Sciences; 3202 Clinical Sciences; 3207 Medical Microbiology; 42 Health Sciences; 4206 Public Health,3 Good Health and Well Being
3653,pub.1073856508,10.7705/biomedica.v26i1.1402,16929911,,Ethics review committees for human research: the challenge of strengthening this process in Colombia.,"INTRODUCTION: Ethics committees are a necessary resource to guarantee ethical integrity in human research; they must apply international standards in their ethical evaluation of research projects involving human subjects.
OBJECTIVE: The ethics committees for human research of Colombia were characterized, and recommendations for strengthening them were formulated.
MATERIALS AND METHODS: In 2003, 280 groups with research projects involving human subjects were selected from a list of research groups which form part of the science and technology network of Colciencias. (Colciencias is the Colombian national agency that promotes and funds science and technology.) Eighty percent (224) of the projects were associated with 40 institutions, consisting of universities, hospitals, and public or private research centers. Thirty of these institutions had at least one ethics committee for evaluating use of human subjects. A questionnaire was mailed to each of these Committees, requesting information concerning its their compostition, regulations, multidisciplinarity, plurality, representativity and independence. The World Health Organization's Operational Guidelines for Ethic Committees that Evaluate Biomedical Research (TDR/PRD/ETHICS/2000) was used as reference for the analysis. In 5 of the cities, supplemental information was obtained by direct discussions with members of the ethics committees.
RESULTS: Twenty-six committees responded to the questionnaire. The results indicated that 47% of the committee members were physicians, but only 23% of the committees had representatives from the community. In 60% of the Committees, members were not independent from the organization in which it was based. Seventy percent had established operating procedures. Lack of national regulations and limited education in research ethics were mentioned as the main drawbacks in providing effective guidance.
CONCLUSIONS: These observations led to the conclusion that national guidelines must be established for ethics committees that correspond to international standards. Committee members must be trained before accepting committee responsibilities. Finally, new committees must be created along with the improvement of the currently existing committees for reinforcing and promoting the importance of ethical integrity in research.",,,Biomédica,,,"Biomedical Research; Colombia; Ethics Committees, Research; Ethics, Research; Guidelines as Topic; Human Experimentation; Humans; Internationality; Surveys and Questionnaires",2006-03-01,2006,2006-03-01,2006-03,26,1,138-44,All OA; Gold,Article,"Miranda, María Consuelo; Palma, Gloria I; Jaramillo, Ernesto","Miranda, María Consuelo (Centro Internacional de Entrenamiento e Investigaciones Médicas, CIDEIM, Cali, Colombia. clinico@cideim.org.co); Palma, Gloria I (); Jaramillo, Ernesto ()",,"Miranda, María Consuelo (Centro Internacional de Entrenamiento e Investigaciones Medicas); Palma, Gloria I (); Jaramillo, Ernesto ()",7,0,0.1,1.51,https://revistabiomedica.org/index.php/biomedica/article/download/1402/1517,https://app.dimensions.ai/details/publication/pub.1073856508,"35 Commerce, Management, Tourism and Services; 3507 Strategy, Management and Organisational Behaviour; 50 Philosophy and Religious Studies; 5001 Applied Ethics",4 Quality Education
