"About the data: Exported on Sep 30, 2024. Criteria: '""Universidad del Norte"" OR ""universidad del norte"" OR ""University of the North"" OR ""university of the north"" OR ""Uninorte"" OR ""uninorte""' in full data; Publication Year is 2005.  Note: For hyper-authorship publications with more than 100 authors the export does not include author names and affiliations. © 2024 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,Book editors,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
7601,pub.1024196806,10.1016/j.autneu.2004.10.003,15664564,,A hypothesis: autonomic rhythms are reflected in growth lines of teeth in humans and extinct archosaurs,"A major determinant of tooth architecture is the arrangement of lines in dentin and in the enamel following the contour of the surface. Since the original description of these lines in the 19th century, they have been attributed to recurring events during tooth development. They have also attracted the attention of dental scientists and anthropologists; however, to date, studies of these structures have been largely theoretical and microscopic. We show here that the statistical properties of the spacing between the lines are similar in teeth from both ancient and modern humans and from extinct archosaurs, reptiles that lived tens or hundreds of millions of years ago-they also resemble heart rate variability of living humans. We propose that the deposition of these recurring structures is controlled by the autonomic nervous system. This control accounts for their regularity and recurrent nature and implies that the lines are an expression of a biologic rhythm which has been conserved throughout evolution. Details of the rhythms give clues to life styles in ancient civilizations and to the physiology of extinct archosaurs.","We thank the Museum of Natural History Berlin, Germany for the loan of the Brachiosaurus teeths; the Instituto de Investigationes Arqueológicas, R. P. G. Le Paige, Universidad del Norte, San Pedro de Atacama, Chile for allowing the study of teeth from the San Pedro culture; and the Instituto Nacional de Cultura, Peru for allowing the study of teeth from the Chiribaya culture. We are grateful to the New Mexico Museum of Natural History and Science, Albuquerque, NM, USA for the loan of Archosaur teeth. Germaine Cornélissen of the Halberg Chronobiology Center, University of Minnesota helped with discussions on methodologies. The study was supported by the NMHEMC Research Foundation and NIH grant #IHS.E.P-02. OA was NSF exchange scholar and Fogarty International exchange scientist.",,Autonomic Neuroscience,,,"Animals; Autonomic Nervous System; Heart Rate; History, Ancient; Humans; Models, Biological; Odontogenesis; Paleodontology; Reptiles; Statistics, Nonparametric; Tooth",2005-02,2005,,2005-02,117,2,115-119,Closed,Article,"Appenzeller, O.; Gunga, H.-C.; Qualls, C.; Furlan, R.; Porta, A.; Lucas, S.G.; Heckert, A.B.; Kirsch, K.; Costa-Junqueira, M.A.; Guillén, S.E.; Sander, M.; Schneider, T.; Blottner, B.","Appenzeller, O. (New Mexico Health Enhancement and Marathon Clinics Research Foundation Albuquerque NM USA); Gunga, H.-C. (Department of Physiology, Center for Space Medicine, Charité, Universitätsmedizin Berlin, Campus Benjamin Franklin, Berlin Germany); Qualls, C. (Department of mathematics and statistics, University of New Mexico, Albuquerque NM USA); Furlan, R. (Department of Medicine, University of Milan, Italy); Porta, A. (Department of Pre-clinical Science, LITA di Vialba, University of Milan, Italy); Lucas, S.G. (New Mexico Museum of Natural History and Science, Albuquerque, NM USA); Heckert, A.B. (New Mexico Museum of Natural History and Science, Albuquerque, NM USA); Kirsch, K. (Department of Physiology, Center for Space Medicine, Charité, Universitätsmedizin Berlin, Campus Benjamin Franklin, Berlin Germany); Costa-Junqueira, M.A. (Instituto de Investigationes Arqueológicas, R. P. G. Le Paige, Universidad del Norte, San Pedro de Atacama, Chile); Guillén, S.E. (Centro Mallqui, Lima, Peru); Sander, M. (Department of Palaeontology, University of Bonn, Germany); Schneider, T. (Department of anatomy, Center for space medicine, Charité-Universitätsmedizin Berlin, Campus Benjamin Franklin, Germany); Blottner, B. (Department of anatomy, Center for space medicine, Charité-Universitätsmedizin Berlin, Campus Benjamin Franklin, Germany)","Appenzeller, O. (New Mexico Health Enhancement and Marathon Clinics Research Foundation Albuquerque NM USA)","Appenzeller, O. (New Mexico Health Enhancement and Marathon Clinics Research Foundation Albuquerque NM USA); Gunga, H.-C. (Charité - University Medicine Berlin); Qualls, C. (University of New Mexico); Furlan, R. (University of Milan); Porta, A. (University of Milan); Lucas, S.G. (New Mexico Museum of Natural History and Science); Heckert, A.B. (New Mexico Museum of Natural History and Science); Kirsch, K. (Charité - University Medicine Berlin); Costa-Junqueira, M.A. (Instituto de Investigationes Arqueológicas, R. P. G. Le Paige, Universidad del Norte, San Pedro de Atacama, Chile); Guillén, S.E. (Centro Mallqui, Lima, Peru); Sander, M. (University of Bonn); Schneider, T. (Charité - University Medicine Berlin); Blottner, B. (Charité - University Medicine Berlin)",22,1,0.4,2.42,,https://app.dimensions.ai/details/publication/pub.1024196806,32 Biomedical and Clinical Sciences; 3208 Medical Physiology; 3209 Neurosciences,
6734,pub.1016672097,10.2987/8756-971x(2005)21[15:iorbaa]2.0.co;2,15825756,,"INVESTIGATION OF RELATIONSHIPS BETWEEN AEDES AEGYPTI EGG, LARVAE, PUPAE, AND ADULT DENSITY INDICES WHERE THEIR MAIN BREEDING SITES WERE LOCATED INDOORS","Aedes aegypti (L.) density indices obtained in a dengue fever (DF) endemic area were compared. One hundred and twenty premises, in an urban area of Colombia where dengue type-1 and type-2 virus cocirculated, were randomly selected and sampled for 7 months. The geometric mean monthly numbers (density index, DI) of Ae. aegypti eggs (ODI), 4th instar larvae (LDI), pupae (PDI), and adults (ADI) were calculated based on the use of ovitraps, nets, and manual aspirators, respectively. A negative temporal correlation was observed between the LDI and the ODI (r = -0.83, df = 5, and P < 0.01). Positive temporal correlations were only observed between the LDI and the PDI (r = 0.90, df = 5, and P < 00.5) and the Breteau and House indices (r = 0.86, df = 5, and P < 0.01). No other correlations were found between these indices and any of the other density indices or the incidence of suspected DF cases in residents, the temperature, the rainfall, or seasonal fluctuations. Our results were, therefore, probably due to the most productive Ae. aegypti breeding sites (large water containers) being located indoors within this study area. The number of adult female Ae. aegypti/person (n = 0.5) and pupae/person (n = 11) in our study area were lower and dramatically higher than the transmission thresholds previously reported for adult and pupae, respectively. Because there were confirmed DF cases during the study period, the transmission threshold based on the Ae. aegypti pupae was clearly more reliable. We found that the mean ovitrap premise index (OPI) was 98.2% during this study and that the mean larval (L-4th instars) premise index (LPI) was 59.2%, and therefore we suggest that the OPI and LPI would be more sensitive methods to gauge the effectiveness of A. aegypti control programs.","We thank the people of Puerto Triunfo, the Secretara Departamental de Salud de Antioquia, Jerry Wheeler (Cambridge University, United Kingdom), for statistical advice, and COLCIENCIAS, Colombia, for financial support.",,Journal of the American Mosquito Control Association,,,Aedes; Animals; Colombia; Dengue; Female; Humans; Insect Vectors; Larva; Oviposition; Ovum; Population Density; Pupa,2005-03,2005,,2005-03,21,1,15-21,Closed,Article,"Romero-Vivas, Claudia M. E.; Falconar, Andrew K. I.","Romero-Vivas, Claudia M. E. (Infectious Disease Unit, London School of Hygiene and Tropical Medicine, Keppel Street, London WC1E 7HT, United Kingdom; Present address: Grupo de Investigaciones en Enfermedades Tropicales (GIENTROP) Departamento de Ciencias B, sicas M, dicas, Fundaci, n Universidad del Norte Km 5 Antigua V, a a Puerto Colombia, Barranquilla, Colombia); Falconar, Andrew K. I. (Infectious Disease Unit, London School of Hygiene and Tropical Medicine, Keppel Street, London WC1E 7HT, United Kingdom; Present address: Grupo de Investigaciones en Enfermedades Tropicales (GIENTROP) Departamento de Ciencias B, sicas M, dicas, Fundaci, n Universidad del Norte Km 5 Antigua V, a a Puerto Colombia, Barranquilla, Colombia)",,"Romero-Vivas, Claudia M. E. (London School of Hygiene & Tropical Medicine; Universidad del Norte); Falconar, Andrew K. I. (London School of Hygiene & Tropical Medicine; Universidad del Norte)",69,7,1.56,6.06,,https://app.dimensions.ai/details/publication/pub.1016672097,31 Biological Sciences; 3109 Zoology,3 Good Health and Well Being
6384,pub.1019322553,10.1111/j.1745-7262.2005.00042.x,16110355,,Regionalization of epididymal duct and epithelium in rats and mice by automatic computer‐aided morphometric analysis,"AIM: To establish a rat and mouse epididymal map based on the use of the Epiquatre automatic software for histologic image analysis.
METHODS: Epididymides from five adult rats and five adult mice were fixed in alcoholic Bouin's fixative and embedded in paraffin. Serial longitudinal sections through the medial aspect of the organ were cut at 10 microm and stained with hematoxylin and eosin. As determined from major connective tissue septa, nine subdivisions of the rat epididymis and seven for the mouse were determined, consisting of five sub-regions in the caput (rat and mouse), one (mouse) or three (rat) in the corpus and one in the cauda (rat and mouse). Using the Epiquatre software, several tubular, luminal and epithelial morphometric parameters were evaluated.
RESULTS: Statistical comparison of the quantitative parameters revealed regional differences (2-5 in the rat, 3-6 in the mouse, dependent on parameters) with caput regions 1 and 2 being largely distinguishable from the similar remaining caput and corpus, which were in turn recognizable from the cauda regions in both species.
CONCLUSION: The use of the Epiquatre software allowed us to establish regression curves for different morphometric parameters that can permit the detection of changes in their values under different pathological or experimental conditions.",,,Asian Journal of Andrology,,,Animals; Automation; Computers; Epididymis; Epithelium; Male; Mice; Rats,2005-09-01,2005,2005-09-01,2005-09,7,3,267-275,All OA; Gold,Article,"Soler, C.; de Monserrat, J. J.; Núñez, M.; Gutiérrez, R.; Núñez, J.; Sancho, M.; Cooper, T. G.","Soler, C. (Department of Functional Biology and Physical Anthropology, University of València, València 46112, Spain); de Monserrat, J. J. (Department of Functional Biology and Physical Anthropology, University of València, València 46112, Spain); Núñez, M. (Department of Functional Biology and Physical Anthropology, University of València, València 46112, Spain); Gutiérrez, R. (Departamento de Química y Biología, Universidad del Norte, Barranquilla, Colombia); Núñez, J. (Department of Functional Biology and Physical Anthropology, University of València, València 46112, Spain); Sancho, M. (Department of Functional Biology and Physical Anthropology, University of València, València 46112, Spain); Cooper, T. G. (Institute of Reproductive Medicine, University of Münster, Münster D‐48129, Germany)","Soler, C. (University of Valencia)","Soler, C. (University of Valencia); de Monserrat, J. J. (University of Valencia); Núñez, M. (University of Valencia); Gutiérrez, R. (Universidad del Norte); Núñez, J. (University of Valencia); Sancho, M. (University of Valencia); Cooper, T. G. (University of Münster)",6,1,0.11,0.86,https://doi.org/10.1111/j.1745-7262.2005.00042.x,https://app.dimensions.ai/details/publication/pub.1019322553,32 Biomedical and Clinical Sciences; 3215 Reproductive Medicine,
5387,pub.1016922163,10.1157/13071850,15737296,,Apendicitis en un lactante. Un diagnóstico en ocasiones difícil,,,,Anales de Pediatría,,,"Abdomen, Acute; Appendicitis; Female; Humans; Infant",2005-03,2005,,2005-03,62,3,292-293,Closed,Article,"Henríquez, W.N.; Latorre, H. Baquero","Henríquez, W.N. (Universidad del Norte. Cook County Children's Hospital. Chicago. Illinois. Estados Unidos); Latorre, H. Baquero (Departamento de Medicina. Universidad del Norte. Barranquilla. Colombia)","Latorre, H. Baquero (Universidad del Norte)","Henríquez, W.N. (John H. Stroger, Jr. Hospital of Cook County); Latorre, H. Baquero (Universidad del Norte)",3,0,0.05,0.48,,https://app.dimensions.ai/details/publication/pub.1016922163,32 Biomedical and Clinical Sciences; 3213 Paediatrics; 3215 Reproductive Medicine,
4105,pub.1064154739,10.1191/0961203305lu2245oa,16425573,,Male systemic lupus erythematosus in a Latin-American inception cohort of 1214 patients,"The objective of the study was to evaluate the influence of the male gender in the clinical presentation and outcome of systemic lupus erythematosus in a prospective inception cohort of Latin-American patients. Of the 1214 SLE patients included in the GLADEL cohort, 123 were male. Demographic characteristics as well as clinical manifestations, laboratory profile, activity and damage scores were evaluated at onset and during the course of the disease and compared with female patients. The median age at onset of the male patients was 27 and that at diagnosis 29.2 years. Delay to diagnosis was shorter in males (134 versus 185 days, P = 0.01). At onset, men more frequently showed fever (42.3 versus 27.0%, P = 0.001) and weight loss (23.6 versus 11.8%, P = 0.001). During disease course the incident of symptoms was: fever, 67.8 versus 55.6%, P = 0.012; weight loss, 47.2 versus 24.3%, P = 0.001; arterial hypertension, 37.4 versus 25.8%, P = 0.007; renal disease (persistent proteinuria and/or cellular casts), 58.5 versus 44.6%, P = 0.004); and hemolytic anemia, 19.5 versus 10.9%, P = 0.008. The laboratory results showed that: men more frequently had IgG anticardiolipin antibodies (68.2 versus 49%, P = 0.02) and low C3 (61.3 versus 48.1%, P = 0.03); 5/123 men died (4%) compared with 29/1091 women (2.7%). In conclusion, 10% of GLADEL's cohort patients were male. They showed a distinctive profile with shorter delay to diagnosis, higher incidence of fever, weight loss, arterial hypertension, renal disease, hemolytic anemia, IgG anticardiolipin antibodies and low C3. Although not statistically significant, mortality was higher in men.",,,Lupus,,,"Adolescent; Adult; Aged; Aged, 80 and over; Child; Child, Preschool; Female; Humans; Infant; Infant, Newborn; Latin America; Lupus Erythematosus, Systemic; Male; Middle Aged; Prospective Studies; Sex Factors",2005-12-01,2005,2005-12-01,2005-12,14,12,938-946,Closed,Article,"Garcia, M A; Marcos, J C; Marcos, A I; Pons-Estel, B A; Wojdyla, D; Arturi, A; Babini, J C; Catoggio, L J; Alarcon-Segovia, D","Garcia, M A (Hospital Interzonal General de Agudos General San Martín, La Plata, Argentina,); Marcos, J C (Hospital Interzonal General de Agudos General San Martín, La Plata, Argentina); Marcos, A I (Hospital Interzonal General de Agudos General San Martín, La Plata, Argentina); Pons-Estel, B A (Hospital Escuela Eva Perón, Granadero Baigorria, Rosario, Argentina); Wojdyla, D (Escuela de Estadística, Facultad de Ciencias Económicas y Estadística, Universidad Nacional de Rosario, Argentina); Arturi, A (Hospital Interzonal General de Agudos General San Martín, La Plata, Argentina); Babini, J C (Hospital Interzonal General de Agudos General San Martín, La Plata, Argentina); Catoggio, L J (Hospital Italiano and Fundación Dr Pedro M Catoggio para el Progreso de la Reumatología, Buenos Aires, Argentina); Alarcon-Segovia, D (Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán, México DF, México)",,"Garcia, M A (Hospital Interzonal General de Agudos General San Martín, La Plata, Argentina,); Marcos, J C (Hospital Interzonal General de Agudos General San Martín, La Plata, Argentina); Marcos, A I (Hospital Interzonal General de Agudos General San Martín, La Plata, Argentina); Pons-Estel, B A (Hospital Escuela Eva Perón, Granadero Baigorria, Rosario, Argentina); Wojdyla, D (National University of Rosario); Arturi, A (Hospital Interzonal General de Agudos General San Martín, La Plata, Argentina); Babini, J C (Hospital Interzonal General de Agudos General San Martín, La Plata, Argentina); Catoggio, L J (Hospital Italiano de Buenos Aires); Alarcon-Segovia, D (Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán)",105,11,2.51,17.31,,https://app.dimensions.ai/details/publication/pub.1064154739,32 Biomedical and Clinical Sciences; 3202 Clinical Sciences,3 Good Health and Well Being
3777,pub.1017768567,10.1002/art.20999,15818688,,"Familial aggregation of systemic lupus erythematosus, rheumatoid arthritis, and other autoimmune diseases in 1,177 lupus patients from the GLADEL cohort","OBJECTIVE: To determine whether there is familial aggregation of systemic lupus erythematosus (SLE) and/or other autoimmune diseases in SLE patients and to identify clinical differences between patients with and those without familial autoimmunity.
METHODS: We interviewed members of the Grupo Latinoamericano de Estudio del Lupus Eritematoso (GLADEL) inception cohort of 1,214 SLE patients to ascertain whether they had relatives with SLE and/or other autoimmune diseases. Identified relatives were studied. Familial aggregation was tested using reported highest and intermediate population prevalence data for SLE, rheumatoid arthritis (RA), or all autoimmune diseases, and studies were performed to identify the genetic model applicable for SLE.
RESULTS: We identified 116 first-, second-, or third-degree relatives with SLE, 79 with RA, 23 with autoimmune thyroiditis, 3 with scleroderma, 1 with polymyositis, and 16 with other autoimmune diseases, related to 166 of the 1,177 SLE patients in the GLADEL cohort who agreed to participate. Forty-two SLE patients had 2 or more relatives with an autoimmune disease. We found a lambda(sibling) of 5.8 and 29.0 for SLE and of 3.2-5.3 for RA, when comparing with their reported high or intermediate population prevalence, respectively. We also found familial aggregation for autoimmune disease in general (lambda(sibling) = 1.5) and determined that for SLE, a polygenic additive genetic model, rather than a multiplicative one, is applicable.
CONCLUSION: In SLE there is familial aggregation of SLE, RA, and autoimmune disease in general. A polygenic additive model applies for SLE. American Indian-white Mestizo SLE patients and those with higher socioeconomic level were more likely to have familial autoimmunity.",The authors are grateful to Daniel Wojdyla for his assistance in handling the database and statistical analysis of data from the GLADEL cohort and to Daniel Villalba and Leonardo Grasso for their expert assistance with the ARTHROS 6.0 software.,,Arthritis & Rheumatism,,,"Arthritis, Rheumatoid; Autoimmunity; Cluster Analysis; Cohort Studies; Family; Family Health; Female; Genetic Predisposition to Disease; Humans; Latin America; Lupus Erythematosus, Systemic; Male",2005-04-07,2005,2005-04-07,2005-04,52,4,1138-1147,Closed,Article,"Alarcón‐Segovia, Donato; Alarcón‐Riquelme, Marta E.; Cardiel, Mario H.; Caeiro, Francisco; Massardo, Loreto; Villa, Antonio R.; Pons‐Estel, Bernardo A.; del Lupus Eritematoso, on behalf of the Grupo Latinoamericano de Estudio","Alarcón‐Segovia, Donato (University of Uppsala, Uppsala, Sweden; Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubiran, Mexico City, Mexico; Hospital Privado, Centro Médico de Córdoba, Cordoba, Argentina; Pontificia Universidad Católica de Chile, Santiago, Chile; Hospital Escuela Eva Perón, Granadero Baigorria, Rosario, Argentina); Alarcón‐Riquelme, Marta E. (University of Uppsala, Uppsala, Sweden); Cardiel, Mario H. (Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubiran, Mexico City, Mexico); Caeiro, Francisco (Hospital Privado, Centro Médico de Córdoba, Cordoba, Argentina); Massardo, Loreto (Pontificia Universidad Católica de Chile, Santiago, Chile); Villa, Antonio R. (Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubiran, Mexico City, Mexico); Pons‐Estel, Bernardo A. (Hospital Escuela Eva Perón, Granadero Baigorria, Rosario, Argentina); del Lupus Eritematoso, on behalf of the Grupo Latinoamericano de Estudio ()","Alarcón‐Riquelme, Marta E. (Uppsala University); Pons‐Estel, Bernardo A. (Hospital Escuela Eva Perón, Granadero Baigorria, Rosario, Argentina)","Alarcón‐Segovia, Donato (Uppsala University; Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán; Hospital Privado; Pontificia Universidad Católica de Chile; Hospital Escuela Eva Perón, Granadero Baigorria, Rosario, Argentina); Alarcón‐Riquelme, Marta E. (Uppsala University); Cardiel, Mario H. (Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán); Caeiro, Francisco (Hospital Privado); Massardo, Loreto (Pontificia Universidad Católica de Chile); Villa, Antonio R. (Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán); Pons‐Estel, Bernardo A. (Hospital Escuela Eva Perón, Granadero Baigorria, Rosario, Argentina); del Lupus Eritematoso, on behalf of the Grupo Latinoamericano de Estudio ()",352,19,6.09,41.32,,https://app.dimensions.ai/details/publication/pub.1017768567,32 Biomedical and Clinical Sciences; 3202 Clinical Sciences; 3204 Immunology; 42 Health Sciences,
3418,pub.1034777110,10.1590/s0104-11692005000700007,16400446,,El sufrimiento de la esposa en la convivencia con el consumidor de bebidas alcohólicas,"The objective of the present study is to ascertain and analyze the understanding that the wives of alcoholic husbands have about life. A descriptive and exploratory qualitative methodological approach was employed. Data were collected from six Colombian women on the basis of semi-structured interviews and observation. Qualitative contents analysis was applied to the data. The material obtained thereby was classified into categories that indicate that the dominant meaning of ""suffering"", attributed by the women, is determined by the social and cultural environment, reflecting their cultural values and behaviors.",,,Revista Latino-Americana de Enfermagem,,,"Adult; Aged; Alcoholism; Family Health; Female; Humans; Middle Aged; Spouses; Stress, Psychological",2005-10,2005,2006-01-04,2005-10,13,spe,806-812,All OA; Gold,Article,"Tobo Vargas, Nohora Isabel; Zago, Márcia Maria Fontão","Tobo Vargas, Nohora Isabel (Escuela de Enfermería de Riberão Preto, Universidad de São Paulo.); Zago, Márcia Maria Fontão ()",,"Tobo Vargas, Nohora Isabel (Universidade de São Paulo); Zago, Márcia Maria Fontão ()",9,1,,4.45,https://www.scielo.br/j/rlae/a/MVZFkKPfsRWPxpNpL8W3r3P/?lang=es&format=pdf,https://app.dimensions.ai/details/publication/pub.1034777110,42 Health Sciences; 4205 Nursing,
3166,pub.1006112811,10.2987/8756-971x(2006)21[412:mvcabi]2.0.co;2,16570381,,MOSQUITO VECTOR CONTROL AND BIOLOGY IN LATIN AMERICAA 15TH SYMPOSIUM,"The 15th Annual Latin American symposium presented by the American Mosquito Control Association (AMCA) was held as part of the 71st Annual Meeting in Vancouver, British Columbia, Canada, in April 2005. The principal objective, as for the previous 14 symposia, was to promote participation in the AMCA by vector control specialists, public health workers, and academicians from Latin America. This publication includes summaries of 40 presentations that were given orally in Spanish or presented as posters by participants from 8 countries in Latin America and the USA. Topics addressed in the symposium included results from chemical and biological control programs and studies; studies of insecticide resistance; and population genetics, molecular, ecological, and behavioral studies of vectors of dengue (Aedes aegypti and Ae. albopictus) and other arboviruses, malaria (Anopheles albimanus, An. aquasalis, An. neomaculipalpus, An. pseudopunctipennis), leishmaniasis (Lutzomyia), and Chagas Disease (Triatoma), as well as a vaccine for control of Boophilus ticks on cattle.","Financial support for this session was provided by the following sponsors: Clarke Mosquito Control, Summit Chemical, Univar, Valent, Zoecon/ Wellmark, and the Pan American Health Organization. Funds from these sponsors provided Annual Meeting registration and partially defrayed travel expenses for some symposium participants. Enthusiasm and interest for this symposium among Spanish- and nonSpanish-speaking participants was high, and it will continue to be part of future meetings.",,Journal of the American Mosquito Control Association,,,Animals; Culicidae; Insect Vectors; Latin America; Mosquito Control,2005-12,2005,,2005-12,21,4,412-424,Closed,Article,"CLARK, GARY G.; MARTNEZ, HUMBERTO QUIROZ","CLARK, GARY G. (Dengue Branch, Centers for Disease Control and Prevention, 1324 Calle Caflada, San Juan, PR 00920-3860); MARTNEZ, HUMBERTO QUIROZ (Laboratorio de Entolmologia, Facultad Ciencias Biologicas, Universidad Automa de Nuevo Leon, San Nicolas de los Garza, Nuevo Leon, Mexico)",,"CLARK, GARY G. (San Juan Quarantine Station); MARTNEZ, HUMBERTO QUIROZ (Laboratorio de Entolmologia, Facultad Ciencias Biologicas, Universidad Automa de Nuevo Leon, San Nicolas de los Garza, Nuevo Leon, Mexico)",14,0,0.46,1.23,,https://app.dimensions.ai/details/publication/pub.1006112811,31 Biological Sciences; 3109 Zoology,3 Good Health and Well Being
2442,pub.1110244767,10.5565/rev/redes.72,,,Redes sociales personales y calidad de vida en personas desplazadas por violencia política: el caso de Barranquilla (Colombia).,"Resumen Se pretendía indagar la relación entre las redes sociales personales de los desplazados por violencia política y su calidad de vida en salud, lo cual podía modificarse con el tiempo de llegada al asentamiento - menos de tres meses y más de un año. Se esperaba observar si a mayor densidad en la red personal, se encontrarían bajos niveles en la calidad de vida de los desplazados, lo cual unido a otros factores sociales reduciría su sentido de comunidad y capacidad de adaptación. La muestra se tomó en Pinar del Río (periferia de Barranquilla – Colombia), con 19 personas seleccionadas por muestreo en bola de nieve (8 hombres, 11 mujeres con edades entre 27 y 61 años). Respondieron un cuestionario sobre Calidad de Vida en Salud (SF-36) (McHorney et al., 1994), y el Arizona Social Support Interview Schedule (ASSIS) de Barrera (1980, citado por Araya y Maya, 2005). Los resultados mostraron que no existen correlaciones significativas entre los que Llegan y los Asentados en las variables de estudio, pero se encontró evidencia que la calidad de vida en su dimensión de salud física, es menor en los desplazados que llevan más de un año en el asentamiento, con respecto a los que tienen menos de tres meses.   Abstract This article is based on a research that explored the relations between the Personal Social Network of people who have been displaced because of political violence and their Quality of Life in Health. These relations can be modified by the time of being in the new place of refuge - less than three months and more of one year. The hypothesis looked for if to greater density of the Personal Social Network of displaced people the Quality of Life in Health was low, which together with other social factors would reduce their Sense of community and capacity of adaptation. The data were collected in Pinar del Río (periphery of Barranquilla - Colombia), with 19 people selected in snow ball sample (8 men, 11 women, between 27 and 61 years). They responded to a questionnaire on Quality of Life in Health (Sf-36) (McHorney et al., 1994), and the Arizona Social Support Interview Schedule (ASSIS) of Barrera (1980, cited by Araya and Maya, 2005). The results do not show significant correlation between the time of refuge with the study variables, but it was observed that the Quality of Life, in its dimension of physic health, is smaller in displaced people with more of one year in the new place of refuge, with respect to displaced people who have less than three months in the new place of refuge.",,,Social Networks,,,,2005-05-28,2005,2005-05-28,,9,2,,All OA; Gold,Article,"Sañudo, Jorge Enrique Palacio; Orozco, Camilo Alberto Madariaga","Sañudo, Jorge Enrique Palacio (); Orozco, Camilo Alberto Madariaga ()",,"Sañudo, Jorge Enrique Palacio (); Orozco, Camilo Alberto Madariaga ()",1,0,,0.28,https://revistes.uab.cat/redes/article/download/v9-n2-palacio-madariaga/71,https://app.dimensions.ai/details/publication/pub.1110244767,44 Human Society; 4401 Anthropology; 4410 Sociology,
2058,pub.1094268980,10.1109/reconfig.2005.14,,,Design and Implementation of an Embedded Microprocessor Compatible with IL Language in Accordance to the Norm IEC 61131–3,"The use of HDLs (Hardware description languages) allows the design of a considerable variety of embedded systems. As a good example of this we present the flow used in the design and construction of an application specific nonpipelined microprocessor, that will serve as core of a PLC (Programmable Logic Controller) compatible with the programming language IL (Instruction List) according to the norm IEC 61131–3. Tests to the design, used platform, resources consumed and relevant conclusions are included about the hardware and software aspects of the implementation.",,,,2005 International Conference on Reconfigurable Computing and FPGAs (ReConFig'05),,,2005-01-01,2005,,2005-01-01,,,1-6,Closed,Proceeding,"Carrillo, L Snaider; Polo, Z Agenor; Esmeral, P Mario","Carrillo, L Snaider (Robotics and Intelligent Systems Group Universidad del Norte); Polo, Z Agenor (Robotics and Intelligent Systems Group Universidad del Norte); Esmeral, P Mario (Robotics and Intelligent Systems Group Universidad del Norte)",,"Carrillo, L Snaider (Robotics and Intelligent Systems Group Universidad del Norte); Polo, Z Agenor (Robotics and Intelligent Systems Group Universidad del Norte); Esmeral, P Mario (Robotics and Intelligent Systems Group Universidad del Norte)",9,2,,2.06,,https://app.dimensions.ai/details/publication/pub.1094268980,40 Engineering; 4008 Electrical Engineering; 4010 Engineering Practice and Education,
