"About the data: Exported on Oct 01, 2024. Criteria: '""Universidad del Norte"" OR ""universidad del norte"" OR ""University of the North"" OR ""university of the north"" OR ""Uninorte"" OR ""uninorte""' in full data; Publication Year is 2020; Publication Type is Chapter; Open Access is Closed.  Note: For hyper-authorship publications with more than 100 authors the export does not include author names and affiliations. © 2024 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,Book editors,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
244,pub.1169185177,10.1515/9781787446847-011,,,7: German in a South African Context: From Colony to Decolonization,,,,,German in the World,"James R Hodkinson, Benedict Schofield, Ben Morgan, Benedict Schofield, Carlotta von Maltzan, Carol Tully, Dirk Göttsche, Emily Oliver, Frauke Matthes, James R Hodkinson, John K Noyes, Kate Rigby, Sai Bhatawadekar, Tobias Boes, Uwe Schütte",,2020-12-31,2020,2024-02-23,2020-12-31,,,138-154,Closed,Chapter,"von Maltzan, Carlotta","von Maltzan, Carlotta ()",,"von Maltzan, Carlotta ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1169185177,,
1181,pub.1135158144,10.36592/9786587424507-7,,,APLICAÇÃO DO SISTEMA DE GARANTIAS DA LEI 13.431/2017 ÀS CRIANÇAS MIGRANTES NO BRASIL,,,,,A Luta pela Proteção Integral:  edição comemorativa dos 30 anos do ECA,"Antonio Pereira Júnior, Karyna Sposato, Raquel Freitas",,2020-12-29,2020,2020-12-29,,,,143-161,Closed,Chapter,"Viana, Rafaela","Viana, Rafaela ()",,"Viana, Rafaela ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1135158144,,
1181,pub.1135158137,10.36592/9786587424507-18,,,JUSTIÇA RESTAURATIVA APLICADA À RESPONSABILIZAÇÃO PENAL JUVENIL: CAMINHOS PARA A TRANSFORMAÇÃO DE CONFLITOS,,,,,A Luta pela Proteção Integral:  edição comemorativa dos 30 anos do ECA,"Antonio Pereira Júnior, Karyna Sposato, Raquel Freitas",,2020-12-29,2020,2020-12-29,,,,337-357,Closed,Chapter,"Sposato, Karyna; Nascimento, Marcelo","Sposato, Karyna (); Nascimento, Marcelo ()",,"Sposato, Karyna (); Nascimento, Marcelo ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1135158137,,
1181,pub.1135158134,10.36592/9786587424507-15,,,APLICAÇÃO DA HERMENÊUTICA CONSTITUCIONAL GARANTISTA AO CONTRATO DE APRENDIZAGEM,,,,,A Luta pela Proteção Integral:  edição comemorativa dos 30 anos do ECA,"Antonio Pereira Júnior, Karyna Sposato, Raquel Freitas",,2020-12-29,2020,2020-12-29,,,,287-304,Closed,Chapter,"Sposato, Karyna; Santana, João","Sposato, Karyna (); Santana, João ()",,"Sposato, Karyna (); Santana, João ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1135158134,,
1181,pub.1135158128,10.36592/9786587424507-01,,,PREFÁCIO,,,,,A Luta pela Proteção Integral:  edição comemorativa dos 30 anos do ECA,"Antonio Pereira Júnior, Karyna Sposato, Raquel Freitas",,2020-12-29,2020,2020-12-29,,,,23-24,Closed,Chapter,"Paula, Paulo","Paula, Paulo ()",,"Paula, Paulo ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1135158128,,
1180,pub.1135158143,10.36592/9786587424507-6,,,ATUAÇÃO DOS PROFISSIONAIS DO SISTEMA DE GARANTIA DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE NA REALIZAÇÃO DE ESCUTA ESPECIAL E DE DEPOIMENTO ESPECIAL,,,,,A Luta pela Proteção Integral:  edição comemorativa dos 30 anos do ECA,"Antonio Pereira Júnior, Karyna Sposato, Raquel Freitas",,2020-12-29,2020,2020-12-29,,,,127-141,Closed,Chapter,"Júnior, Antonio Pereira; Colares, Thiago","Júnior, Antonio Pereira (); Colares, Thiago ()",,"Júnior, Antonio Pereira (); Colares, Thiago ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1135158143,,
1180,pub.1135158140,10.36592/9786587424507-3,,,TRABALHO ARTÍSTICO INFANTO-JUVENIL: ANÁLISE DO CASO DO MC PEDRINHO EM FORTALEZA,,,,,A Luta pela Proteção Integral:  edição comemorativa dos 30 anos do ECA,"Antonio Pereira Júnior, Karyna Sposato, Raquel Freitas",,2020-12-29,2020,2020-12-29,,,,81-99,Closed,Chapter,"Júnior, Antonio Pereira; Loiola, Juliana","Júnior, Antonio Pereira (); Loiola, Juliana ()",,"Júnior, Antonio Pereira (); Loiola, Juliana ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1135158140,,
1180,pub.1135158139,10.36592/9786587424507-2,,,"Teoria do Menor Maduro: surgimento, conceito, averiguação da maturidade juvenil e viabilidade de aplicação no Brasil",,,,,A Luta pela Proteção Integral:  edição comemorativa dos 30 anos do ECA,"Antonio Pereira Júnior, Karyna Sposato, Raquel Freitas",,2020-12-29,2020,2020-12-29,,,,53-80,Closed,Chapter,"Bedê, Rebeca","Bedê, Rebeca ()",,"Bedê, Rebeca ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1135158139,,
1180,pub.1135158130,10.36592/9786587424507-11,,,O CONSELHO TUTELAR E OS DIREITOS DAS CRIANÇAS E DOS ADOLESCENTES INDÍGENAS NO ESTATUTO DA CRIANÇA E DO ADOLESCENTE,,,,,A Luta pela Proteção Integral:  edição comemorativa dos 30 anos do ECA,"Antonio Pereira Júnior, Karyna Sposato, Raquel Freitas",,2020-12-29,2020,2020-12-29,,,,219-233,Closed,Chapter,"Freitas, Raquel; Pinheiro, Renan; Araripe, Thaynara","Freitas, Raquel (); Pinheiro, Renan (); Araripe, Thaynara ()",,"Freitas, Raquel (); Pinheiro, Renan (); Araripe, Thaynara ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1135158130,,
1179,pub.1135167210,10.36592/9786587424507-10,,,O HABEAS CORPUS 143.988/ES NA LUTA PELA GARANTIA DA PROTEÇÃO INTEGRAL AOS ADOLESCENTES PRIVADOS DE LIBERDADE,,,,,A Luta pela Proteção Integral:  edição comemorativa dos 30 anos do ECA,"Antonio Pereira Júnior, Karyna Sposato, Raquel Freitas",,2020-12-29,2020,2020-12-29,,,,201-217,Closed,Chapter,"Freitas, Raquel; Alcântara, Thales","Freitas, Raquel (); Alcântara, Thales ()",,"Freitas, Raquel (); Alcântara, Thales ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1135167210,,
